,"Air temperature | ('C)","Power generated by system | (kW)","Pressure | (atm)","Wind speed | (m/s)","Wind direction | (deg)"
"Oct 17, 12:00 pm",4.022,0,0.985772,2.584,138
"Oct 17, 01:00 pm",8.064,0,0.98594,2.86,138
"Oct 17, 02:00 pm",12.131,0,0.985799,2.013,133
"Oct 17, 03:00 pm",15.964,0,0.985412,1.225,137
"Oct 17, 04:00 pm",19.243,0,0.984634,1.108,175
"Oct 17, 05:00 pm",21.733,0,0.983956,1.442,241
"Oct 17, 06:00 pm",22.833,0,0.983283,1.624,247
"Oct 17, 07:00 pm",23.522,0,0.982717,1.966,242
"Oct 17, 08:00 pm",23.825,0,0.982179,2.387,244
"Oct 17, 09:00 pm",23.75,0,0.981902,2.25,249
"Oct 17, 10:00 pm",20.215,0,0.981857,2.195,258
"Oct 17, 11:00 pm",15.214,0,0.981707,1.949,248
"Oct 18, 12:00 am",13.813,0,0.981653,1.383,248
"Oct 18, 01:00 am",12.312,0,0.981638,1.231,227
"Oct 18, 02:00 am",10.627,0,0.981638,2.686,194
"Oct 18, 03:00 am",9.691,0,0.981479,3.41,209
"Oct 18, 04:00 am",8.851,637.213,0.981053,3.643,215
"Oct 18, 05:00 am",9.055,0,0.981017,3.381,220
"Oct 18, 06:00 am",8.76,0,0.981034,2.959,233
"Oct 18, 07:00 am",9.095,0,0.981103,2.472,234
"Oct 18, 08:00 am",9.68,0,0.981052,1.993,226
"Oct 18, 09:00 am",9.3,0,0.981153,2.019,221
"Oct 18, 10:00 am",9.54,0,0.981293,1.71,220
"Oct 18, 11:00 am",8.997,0,0.981287,1.632,205
"Oct 18, 12:00 pm",9.49,0,0.981296,1.688,214
"Oct 18, 01:00 pm",12.026,0,0.981309,1.38,202
"Oct 18, 02:00 pm",14.818,0,0.981187,1.497,171
"Oct 18, 03:00 pm",17.934,0,0.980777,1.252,189
"Oct 18, 04:00 pm",20.667,0,0.980025,1.459,207
"Oct 18, 05:00 pm",22.521,0,0.979391,1.435,209
"Oct 18, 06:00 pm",23.903,0,0.978989,2.156,213
"Oct 18, 07:00 pm",24.234,0,0.97827,1.588,199
"Oct 18, 08:00 pm",24.702,0,0.977944,1.94,221
"Oct 18, 09:00 pm",24.661,0,0.977656,2.062,227
"Oct 18, 10:00 pm",21.616,0,0.977589,2.349,234
"Oct 18, 11:00 pm",17.717,0,0.977461,3.072,215
"Oct 19, 12:00 am",16.525,3215.22,0.9775,4.724,232
"Oct 19, 01:00 am",14.467,2041.57,0.977565,4.29,229
"Oct 19, 02:00 am",13.295,2696.77,0.97765,4.534,241
"Oct 19, 03:00 am",12.146,1565.21,0.977449,4.097,250
"Oct 19, 04:00 am",11.348,1193.43,0.977123,3.916,244
"Oct 19, 05:00 am",10.789,1364.93,0.977056,4,242
"Oct 19, 06:00 am",10.373,1023.76,0.977134,3.829,249
"Oct 19, 07:00 am",10.091,336.747,0.977087,3.616,251
"Oct 19, 08:00 am",9.681,0,0.977077,3.486,247
"Oct 19, 09:00 am",9.289,734.088,0.977105,3.686,253
"Oct 19, 10:00 am",8.901,0,0.97741,3.479,252
"Oct 19, 11:00 am",8.303,0,0.977557,3.133,252
"Oct 19, 12:00 pm",8.268,0,0.977742,2.512,267
"Oct 19, 01:00 pm",11.649,0,0.977964,1.565,278
"Oct 19, 02:00 pm",15.309,0,0.978098,1.177,215
"Oct 19, 03:00 pm",18.575,0,0.977946,1.022,231
"Oct 19, 04:00 pm",21.31,0,0.977522,1.283,255
"Oct 19, 05:00 pm",23.672,0,0.977205,1.924,256
"Oct 19, 06:00 pm",25.259,296.161,0.976955,3.633,263
"Oct 19, 07:00 pm",25.969,3126.04,0.976625,4.801,270
"Oct 19, 08:00 pm",26.091,7792.93,0.976166,5.853,281
"Oct 19, 09:00 pm",25.717,6296.46,0.975834,5.578,279
"Oct 19, 10:00 pm",23.364,6532.73,0.976039,5.653,273
"Oct 19, 11:00 pm",20.575,16167.3,0.976268,7.246,276
"Oct 20, 12:00 am",20.366,35130.3,0.976736,9.482,266
"Oct 20, 01:00 am",19.009,37068.2,0.977222,9.543,286
"Oct 20, 02:00 am",18.427,30624.1,0.977151,8.815,299
"Oct 20, 03:00 am",16.597,19004.2,0.977096,7.542,339
"Oct 20, 04:00 am",16.655,33841.8,0.977126,9.102,12
"Oct 20, 05:00 am",15.848,20850.4,0.977142,7.755,18
"Oct 20, 06:00 am",15.354,23421.5,0.977178,8.109,23
"Oct 20, 07:00 am",14.5,5429.45,0.977327,5.307,16
"Oct 20, 08:00 am",12.942,4813.66,0.97759,5.137,0
"Oct 20, 09:00 am",11.752,7576.59,0.977778,5.69,359
"Oct 20, 10:00 am",10.624,4046.34,0.978221,4.933,353
"Oct 20, 11:00 am",9.9,8487.66,0.978508,5.864,347
"Oct 20, 12:00 pm",9.587,11405.6,0.978735,6.381,350
"Oct 20, 01:00 pm",12.125,4815.05,0.978925,5.126,352
"Oct 20, 02:00 pm",15.018,0,0.979175,2.734,348
"Oct 20, 03:00 pm",17.738,0,0.979125,3.298,345
"Oct 20, 04:00 pm",19.384,1790.24,0.978879,4.221,341
"Oct 20, 05:00 pm",20.347,2784.37,0.978714,4.634,332
"Oct 20, 06:00 pm",21.108,3733.29,0.978464,4.899,323
"Oct 20, 07:00 pm",21.609,2546.35,0.978229,4.502,322
"Oct 20, 08:00 pm",21.925,2904.12,0.978027,4.634,319
"Oct 20, 09:00 pm",21.665,4879.79,0.978059,5.191,311
"Oct 20, 10:00 pm",18.757,5275.16,0.978151,5.276,313
"Oct 20, 11:00 pm",14.217,5251.12,0.978338,5.253,321
"Oct 21, 12:00 am",12.585,6658.8,0.97849,5.544,321
"Oct 21, 01:00 am",11.486,5513.09,0.978763,5.303,311
"Oct 21, 02:00 am",10.628,6952.05,0.978831,5.586,308
"Oct 21, 03:00 am",10.021,4656.95,0.978775,5.089,297
"Oct 21, 04:00 am",9.205,3326.06,0.978635,4.726,288
"Oct 21, 05:00 am",8.036,1876.3,0.978728,4.226,281
"Oct 21, 06:00 am",7.409,2487.93,0.978882,4.444,282
"Oct 21, 07:00 am",6.692,660.817,0.979056,3.688,271
"Oct 21, 08:00 am",6.101,909.156,0.979225,3.782,261
"Oct 21, 09:00 am",5.924,999.44,0.9793,3.857,272
"Oct 21, 10:00 am",5.874,973.474,0.979542,3.838,266
"Oct 21, 11:00 am",5.538,1272.97,0.9797,3.986,266
"Oct 21, 12:00 pm",5.805,1410.18,0.979927,4.062,271
"Oct 21, 01:00 pm",9.721,2928.57,0.980202,4.653,276
"Oct 21, 02:00 pm",13.606,0,0.98016,3.319,284
"Oct 21, 03:00 pm",16.968,0,0.980079,2.637,280
"Oct 21, 04:00 pm",19.849,0,0.979648,2.933,288
"Oct 21, 05:00 pm",22.138,1352.73,0.979398,4.02,301
"Oct 21, 06:00 pm",23.45,5307.17,0.979079,5.311,308
"Oct 21, 07:00 pm",24.051,6285.34,0.978832,5.527,302
"Oct 21, 08:00 pm",24.566,9395.06,0.978575,6.106,305
"Oct 21, 09:00 pm",24.138,10861.7,0.978758,6.401,302
"Oct 21, 10:00 pm",21.266,19309.5,0.978964,7.553,306
"Oct 21, 11:00 pm",16.315,23789.6,0.979214,8.091,324
"Oct 22, 12:00 am",14.351,34693.9,0.979632,9.294,332
"Oct 22, 01:00 am",13.252,34926.8,0.980114,9.172,351
"Oct 22, 02:00 am",13.896,46477.1,0.98046,10.339,358
"Oct 22, 03:00 am",12.736,44472.8,0.980723,10.089,12
"Oct 22, 04:00 am",12.062,38922.3,0.980702,9.67,19
"Oct 22, 05:00 am",9.398,30602.3,0.981107,8.823,28
"Oct 22, 06:00 am",8.089,29523.7,0.981559,8.673,32
"Oct 22, 07:00 am",7.155,25919.7,0.981958,8.262,33
"Oct 22, 08:00 am",6.198,22046.4,0.982461,7.759,42
"Oct 22, 09:00 am",5.171,21955.6,0.982954,7.734,46
"Oct 22, 10:00 am",4.988,19116.5,0.983465,7.382,54
"Oct 22, 11:00 am",5.22,9030.36,0.983844,5.941,65
"Oct 22, 12:00 pm",5.598,2944.18,0.984263,4.644,85
"Oct 22, 01:00 pm",9.566,0,0.984727,3.458,98
"Oct 22, 02:00 pm",13.286,0,0.985093,2,92
"Oct 22, 03:00 pm",16.724,0,0.985082,1.723,79
"Oct 22, 04:00 pm",19.389,0,0.984761,2.165,57
"Oct 22, 05:00 pm",21.37,0,0.9846,2.306,46
"Oct 22, 06:00 pm",22.734,0,0.984393,2.627,45
"Oct 22, 07:00 pm",23.534,0,0.984112,2.465,46
"Oct 22, 08:00 pm",23.988,0,0.984001,2.43,47
"Oct 22, 09:00 pm",23.851,0,0.983809,2.582,49
"Oct 22, 10:00 pm",20.39,0,0.983983,2.844,63
"Oct 22, 11:00 pm",15.896,0,0.984127,3.29,59
"Oct 23, 12:00 am",14.87,1039.23,0.984267,3.845,61
"Oct 23, 01:00 am",13.569,4716.74,0.984509,5.181,95
"Oct 23, 02:00 am",12.634,2917.94,0.984709,4.606,122
"Oct 23, 03:00 am",11.813,16404.8,0.984816,7.101,121
"Oct 23, 04:00 am",11.096,24715.7,0.984657,8.104,120
"Oct 23, 05:00 am",10.608,36599.7,0.98477,9.34,116
"Oct 23, 06:00 am",9.786,40422.9,0.985046,9.706,118
"Oct 23, 07:00 am",9.139,38101.3,0.9853,9.475,117
"Oct 23, 08:00 am",8.913,35297.1,0.985388,9.141,116
"Oct 23, 09:00 am",8.508,36906.5,0.985594,9.342,117
"Oct 23, 10:00 am",8.476,34556.8,0.985833,9.054,119
"Oct 23, 11:00 am",9.823,44381.5,0.985823,10.042,123
"Oct 23, 12:00 pm",10.229,53762.8,0.986011,11.042,128
"Oct 23, 01:00 pm",12.951,40651,0.98632,9.757,131
"Oct 23, 02:00 pm",15.926,8306.01,0.986448,5.85,133
"Oct 23, 03:00 pm",18.89,1594.38,0.98632,4.119,137
"Oct 23, 04:00 pm",21.903,3055.93,0.985846,4.727,151
"Oct 23, 05:00 pm",23.673,9614.56,0.985437,6.14,163
"Oct 23, 06:00 pm",24.419,9202.16,0.985111,6.08,163
"Oct 23, 07:00 pm",24.778,7459.05,0.984662,5.757,161
"Oct 23, 08:00 pm",24.976,9901.35,0.984312,6.212,161
"Oct 23, 09:00 pm",24.43,13892.6,0.984076,6.924,159
"Oct 23, 10:00 pm",21.385,11204.4,0.983924,6.506,156
"Oct 23, 11:00 pm",17.248,20212.3,0.983768,7.722,153
"Oct 24, 12:00 am",16.575,49087.9,0.983799,10.753,156
"Oct 24, 01:00 am",15.856,53594.4,0.983917,11.317,152
"Oct 24, 02:00 am",15.159,53525.8,0.983956,11.288,152
"Oct 24, 03:00 am",15.435,55382.8,0.98382,11.683,155
"Oct 24, 04:00 am",15.416,54839.6,0.983527,11.542,152
"Oct 24, 05:00 am",15.369,48876.4,0.9834,10.705,150
"Oct 24, 06:00 am",15.119,39421.5,0.983603,9.8,151
"Oct 24, 07:00 am",15.273,45528.2,0.983662,10.37,152
"Oct 24, 08:00 am",14.174,55459.5,0.983715,11.556,160
"Oct 24, 09:00 am",13.695,56885.2,0.983785,12.195,162
"Oct 24, 10:00 am",13.111,56419.3,0.983817,11.798,164
"Oct 24, 11:00 am",13.51,56369.9,0.983691,11.802,165
"Oct 24, 12:00 pm",13.381,55115,0.983582,11.356,165
"Oct 24, 01:00 pm",16.074,32181.4,0.983516,8.923,165
"Oct 24, 02:00 pm",19.035,16371.9,0.983266,7.147,166
"Oct 24, 03:00 pm",21.256,14872.3,0.98285,6.961,169
"Oct 24, 04:00 pm",23.282,20491.6,0.981995,7.712,174
"Oct 24, 05:00 pm",24.666,32011.8,0.98127,8.986,184
"Oct 24, 06:00 pm",25.331,31890.6,0.980503,8.981,185
"Oct 24, 07:00 pm",25.624,29031.9,0.979621,8.708,185
"Oct 24, 08:00 pm",25.948,24420.9,0.978922,8.211,182
"Oct 24, 09:00 pm",25.237,18328.1,0.978241,7.443,174
"Oct 24, 10:00 pm",24.359,17548.3,0.977659,7.336,173
"Oct 24, 11:00 pm",23.308,19152.6,0.97723,7.538,173
"Oct 25, 12:00 am",20.491,13466,0.97815,6.874,203
"Oct 25, 01:00 am",19.568,2957.18,0.97801,4.647,179
"Oct 25, 02:00 am",19.586,2501.51,0.97734,4.525,153
"Oct 25, 03:00 am",19.375,6223.05,0.976562,5.518,162
"Oct 25, 04:00 am",19.134,4481.58,0.975645,5.109,199
"Oct 25, 05:00 am",19.51,12616.5,0.975833,6.699,197
"Oct 25, 06:00 am",18.289,22137.1,0.975809,7.897,222
"Oct 25, 07:00 am",17.216,11881.6,0.97548,6.54,187
"Oct 25, 08:00 am",16.159,4235.76,0.975641,5.005,193
"Oct 25, 09:00 am",17.395,0,0.976031,3.51,266
"Oct 25, 10:00 am",17.884,640.223,0.975997,3.651,196
"Oct 25, 11:00 am",18.239,5832.96,0.975712,5.413,173
"Oct 25, 12:00 pm",18.14,28538,0.975405,8.607,181
"Oct 25, 01:00 pm",18.809,43804,0.974905,10.139,187
"Oct 25, 02:00 pm",20.227,22593.1,0.974927,7.964,192
"Oct 25, 03:00 pm",21.59,20509.3,0.974881,7.72,191
"Oct 25, 04:00 pm",22.854,25371.9,0.974489,8.312,194
"Oct 25, 05:00 pm",22.968,22028.9,0.973916,8.008,201
"Oct 25, 06:00 pm",23.481,16726.9,0.973237,7.263,196
"Oct 25, 07:00 pm",23.661,22720.9,0.97271,8.016,192
"Oct 25, 08:00 pm",24.297,24032.2,0.972106,8.166,187
"Oct 25, 09:00 pm",24.325,21621.7,0.971506,7.896,181
"Oct 25, 10:00 pm",23.487,19518,0.971058,7.613,177
"Oct 25, 11:00 pm",21.956,35311.5,0.970714,9.403,167
"Oct 26, 12:00 am",21.404,52101.8,0.970609,11.211,166
"Oct 26, 01:00 am",20.942,49590.3,0.97041,10.862,164
"Oct 26, 02:00 am",21.075,52390.8,0.970299,11.241,168
"Oct 26, 03:00 am",22.006,47318.8,0.97003,10.581,170
"Oct 26, 04:00 am",22.463,54005.5,0.969833,11.845,180
"Oct 26, 05:00 am",22.71,54231.9,0.969795,12.007,186
"Oct 26, 06:00 am",22.162,54511.3,0.969899,12.555,186
"Oct 26, 07:00 am",21.814,54591.3,0.970178,12.997,189
"Oct 26, 08:00 am",21.021,53291.8,0.970188,11.419,185
"Oct 26, 09:00 am",21.072,54451.3,0.970212,11.924,185
"Oct 26, 10:00 am",21.311,54694.8,0.970359,12.557,192
"Oct 26, 11:00 am",20.744,52219.7,0.970308,11.204,186
"Oct 26, 12:00 pm",20.547,44866.2,0.97034,10.323,191
"Oct 26, 01:00 pm",22.198,54523.4,0.970233,13.584,197
"Oct 26, 02:00 pm",23.478,54296.7,0.970386,14.697,199
"Oct 26, 03:00 pm",24.598,54087.5,0.970298,15.2,202
"Oct 26, 04:00 pm",25.733,53860.4,0.969906,15.265,204
"Oct 26, 05:00 pm",26.623,53684.7,0.969621,15.552,206
"Oct 26, 06:00 pm",26.959,53610.5,0.969365,15.6,203
"Oct 26, 07:00 pm",27.97,53388.8,0.968609,15.942,202
"Oct 26, 08:00 pm",27.825,53409,0.968508,16.111,202
"Oct 26, 09:00 pm",27.619,53431.3,0.96825,15.668,199
"Oct 26, 10:00 pm",25.914,53483,0.969013,11.974,215
"Oct 26, 11:00 pm",21.982,49996.9,0.970456,10.923,245
"Oct 27, 12:00 am",21.839,23877.2,0.971128,8.143,249
"Oct 27, 01:00 am",19.574,8341.42,0.971963,5.905,315
"Oct 27, 02:00 am",18.476,6915.8,0.9726,5.622,322
"Oct 27, 03:00 am",18.31,2409.11,0.972959,4.438,316
"Oct 27, 04:00 am",18.049,0,0.973701,3.057,295
"Oct 27, 05:00 am",17.884,0,0.974508,1.519,229
"Oct 27, 06:00 am",17.651,0,0.975213,1.966,264
"Oct 27, 07:00 am",16.67,0,0.975984,2.822,291
"Oct 27, 08:00 am",15.5,0,0.976354,2.092,332
"Oct 27, 09:00 am",14.829,0,0.976829,1.454,58
"Oct 27, 10:00 am",14.721,0,0.977227,2.215,105
"Oct 27, 11:00 am",14.856,0,0.977556,1.852,84
"Oct 27, 12:00 pm",14.879,0,0.97769,2.204,91
"Oct 27, 01:00 pm",14.86,0,0.97801,2.568,112
"Oct 27, 02:00 pm",15.099,0,0.97823,3.126,117
"Oct 27, 03:00 pm",15.73,714.511,0.978405,3.682,135
"Oct 27, 04:00 pm",16.381,0,0.978593,2.933,141
"Oct 27, 05:00 pm",17.391,0,0.978503,3.255,139
"Oct 27, 06:00 pm",19.724,0,0.978493,2.844,157
"Oct 27, 07:00 pm",21.422,0,0.978276,2.907,174
"Oct 27, 08:00 pm",23.133,0,0.978053,3.051,197
"Oct 27, 09:00 pm",23.774,854.367,0.97835,3.793,209
"Oct 27, 10:00 pm",23.03,4549.3,0.978568,5.159,202
"Oct 27, 11:00 pm",19.779,9030.26,0.979066,6.018,181
"Oct 28, 12:00 am",18.454,19983.8,0.979615,7.687,201
"Oct 28, 01:00 am",18.227,16709.1,0.979992,7.219,216
"Oct 28, 02:00 am",19.419,2710,0.980223,4.558,233
"Oct 28, 03:00 am",19.705,0,0.980489,2.938,268
"Oct 28, 04:00 am",19.654,0,0.980651,2.486,278
"Oct 28, 05:00 am",19.215,0,0.980924,3.415,304
"Oct 28, 06:00 am",17.838,1132.96,0.981496,3.891,318
"Oct 28, 07:00 am",16.023,1097.59,0.982214,3.881,325
"Oct 28, 08:00 am",14.158,17144.4,0.983025,7.209,346
"Oct 28, 09:00 am",12.35,13842.4,0.983534,6.774,352
"Oct 28, 10:00 am",11.568,7930.13,0.984171,5.743,353
"Oct 28, 11:00 am",10.649,10065,0.984549,6.114,349
"Oct 28, 12:00 pm",9.735,18218,0.985021,7.292,355
"Oct 28, 01:00 pm",11.921,20161.7,0.985422,7.549,354
"Oct 28, 02:00 pm",13.546,7503.59,0.985773,5.668,349
"Oct 28, 03:00 pm",14.909,2728.29,0.985834,4.568,339
"Oct 28, 04:00 pm",16.26,3074.75,0.98561,4.713,331
"Oct 28, 05:00 pm",17.508,7786.3,0.985595,5.772,324
"Oct 28, 06:00 pm",18.315,9677.33,0.985519,6.099,317
"Oct 28, 07:00 pm",18.559,16734.6,0.985393,7.179,314
"Oct 28, 08:00 pm",18.228,18969.7,0.985651,7.456,315
"Oct 28, 09:00 pm",17.231,23399.7,0.985911,8.003,317
"Oct 28, 10:00 pm",14.956,28482.1,0.986302,8.565,323
"Oct 28, 11:00 pm",12.944,55545.1,0.986952,11.476,327
"Oct 29, 12:00 am",11.595,53256.1,0.987512,11.13,334
"Oct 29, 01:00 am",10.434,55128.3,0.988088,11.311,339
"Oct 29, 02:00 am",9.041,51494.4,0.988572,10.698,348
"Oct 29, 03:00 am",7.324,45946.5,0.988789,10.109,354
"Oct 29, 04:00 am",5.625,35629.7,0.988853,9.106,2
"Oct 29, 05:00 am",5.129,47530.1,0.988948,10.247,4
"Oct 29, 06:00 am",4.844,51940.8,0.98907,10.657,7
"Oct 29, 07:00 am",3.437,51431.4,0.989286,10.578,11
"Oct 29, 08:00 am",2.493,45663.2,0.989324,10.024,13
"Oct 29, 09:00 am",1.752,43515.3,0.989364,9.871,16
"Oct 29, 10:00 am",1.321,42673.2,0.989602,9.861,21
"Oct 29, 11:00 am",0.59,24814,0.989672,8.089,23
"Oct 29, 12:00 pm",-0.423,17677.6,0.98981,7.232,23
"Oct 29, 01:00 pm",3.114,17761.2,0.99006,7.283,26
"Oct 29, 02:00 pm",6.229,11767.2,0.990248,6.486,24
"Oct 29, 03:00 pm",8.154,12799.6,0.990246,6.668,22
"Oct 29, 04:00 pm",9.738,10670.2,0.98988,6.202,14
"Oct 29, 05:00 pm",11.178,4807.68,0.989615,5.112,4
"Oct 29, 06:00 pm",12.822,3458.53,0.989133,4.766,1
"Oct 29, 07:00 pm",13.872,2506.65,0.988754,4.449,1
"Oct 29, 08:00 pm",14.422,1537.34,0.988436,4.081,360
"Oct 29, 09:00 pm",14.442,2580.73,0.988126,4.476,5
"Oct 29, 10:00 pm",11.774,5993.71,0.987948,5.403,6
"Oct 29, 11:00 pm",8.565,8184.31,0.98783,5.774,12
"Oct 30, 12:00 am",7.058,14860.1,0.987695,6.895,17
"Oct 30, 01:00 am",7.32,20429.1,0.987515,7.644,24
"Oct 30, 02:00 am",6.118,19335.8,0.987296,7.498,29
"Oct 30, 03:00 am",5.284,21809.5,0.986944,7.73,37
"Oct 30, 04:00 am",4.208,17306.8,0.986465,7.148,50
"Oct 30, 05:00 am",3.718,6437.94,0.986229,5.466,72
"Oct 30, 06:00 am",3.523,0,0.986069,3.484,93
"Oct 30, 07:00 am",2.949,0,0.986005,3.168,112
"Oct 30, 08:00 am",2.187,0,0.985969,2.224,129
"Oct 30, 09:00 am",1.479,0,0.986002,1.472,131
"Oct 30, 10:00 am",0.575,0,0.986254,2.375,152
"Oct 30, 11:00 am",-0.007,4006.27,0.986379,4.875,139
"Oct 30, 12:00 pm",-0.009,5173.41,0.986382,5.156,139
"Oct 30, 01:00 pm",3.504,1419.78,0.986351,4.025,149
"Oct 30, 02:00 pm",7.207,0,0.986204,2.667,149
"Oct 30, 03:00 pm",10.484,0,0.985649,2.01,146
"Oct 30, 04:00 pm",13.053,0,0.984867,2.248,169
"Oct 30, 05:00 pm",15.405,0,0.984161,2.673,192
"Oct 30, 06:00 pm",17.396,881.646,0.983556,3.795,209
"Oct 30, 07:00 pm",18.559,2221.69,0.982814,4.399,211
"Oct 30, 08:00 pm",19.02,5185.96,0.982263,5.296,212
"Oct 30, 09:00 pm",18.457,6019.21,0.98174,5.507,210
"Oct 30, 10:00 pm",14.57,9237.86,0.981499,6.086,202
"Oct 30, 11:00 pm",10.896,17852.8,0.981409,7.351,202
"Oct 31, 12:00 am",9.869,24305.7,0.981245,8.146,203
"Oct 31, 01:00 am",8.284,29305.8,0.981254,8.59,218
"Oct 31, 02:00 am",7.235,28423.5,0.981284,8.466,223
"Oct 31, 03:00 am",6.441,24374.1,0.98103,8.025,226
"Oct 31, 04:00 am",5.959,17549.8,0.980799,7.201,229
"Oct 31, 05:00 am",5.683,15116.6,0.980826,6.903,228
"Oct 31, 06:00 am",5.592,18310.9,0.981023,7.291,230
"Oct 31, 07:00 am",5.2,8825.07,0.981231,5.91,236
"Oct 31, 08:00 am",4.843,7576.52,0.981363,5.658,245
"Oct 31, 09:00 am",4.122,2492.53,0.981571,4.421,246
"Oct 31, 10:00 am",3.193,808.43,0.9818,3.714,244
"Oct 31, 11:00 am",2.602,0,0.981832,3.121,238
"Oct 31, 12:00 pm",2.361,0,0.981989,3.14,233
"Oct 31, 01:00 pm",4.918,0,0.982192,3.272,221
"Oct 31, 02:00 pm",8.689,0,0.982288,2.744,215
"Oct 31, 03:00 pm",12.149,0,0.982051,1.674,213
"Oct 31, 04:00 pm",15.111,0,0.981586,2.03,220
"Oct 31, 05:00 pm",17.709,0,0.981104,2.696,235
"Oct 31, 06:00 pm",19.124,0,0.980888,2.741,243
"Oct 31, 07:00 pm",19.968,0,0.980705,2.471,250
"Oct 31, 08:00 pm",20.31,0,0.980626,2.27,259
"Oct 31, 09:00 pm",20.141,0,0.980802,1.994,251
"Oct 31, 10:00 pm",16.769,0,0.981205,1.254,243
"Oct 31, 11:00 pm",13.481,0,0.981537,0.684,313
"Nov 1, 12:00 am",12.612,0,0.981919,0.879,357
"Nov 1, 01:00 am",11.818,0,0.982335,1.342,192
"Nov 1, 02:00 am",10.837,0,0.982622,2.517,224
"Nov 1, 03:00 am",9.933,0,0.982656,2.884,236
"Nov 1, 04:00 am",9.141,0,0.982543,2.827,230
"Nov 1, 05:00 am",8.505,0,0.98278,2.261,230
"Nov 1, 06:00 am",8.162,0,0.983156,1.588,240
"Nov 1, 07:00 am",7.91,0,0.983586,1.26,242
"Nov 1, 08:00 am",7.663,0,0.983869,0.704,232
"Nov 1, 09:00 am",7.765,0,0.984245,1.008,143
"Nov 1, 10:00 am",7.834,0,0.98453,2.618,131
"Nov 1, 11:00 am",7.761,1523.3,0.984787,4.065,124
"Nov 1, 12:00 pm",7.758,7141.01,0.985197,5.595,116
"Nov 1, 01:00 pm",10.843,17711.7,0.985558,7.246,112
"Nov 1, 02:00 pm",14.035,4671.79,0.985817,5.098,114
"Nov 1, 03:00 pm",16.867,0,0.985683,3.589,119
"Nov 1, 04:00 pm",19.266,949.137,0.985104,3.806,118
"Nov 1, 05:00 pm",21.029,1184.32,0.984857,3.928,119
"Nov 1, 06:00 pm",21.952,0,0.98467,3.483,125
"Nov 1, 07:00 pm",22.269,234.082,0.984485,3.614,121
"Nov 1, 08:00 pm",22.322,0,0.984397,3.408,119
"Nov 1, 09:00 pm",21.905,0,0.984386,3.411,123
"Nov 1, 10:00 pm",18.755,1311.31,0.984732,3.987,127
"Nov 1, 11:00 pm",16.448,2210.49,0.984904,4.357,121
"Nov 2, 12:00 am",15.893,8628.27,0.985137,5.929,124
"Nov 2, 01:00 am",15.278,28238.5,0.985326,8.53,126
"Nov 2, 02:00 am",15.019,33046.9,0.985537,8.984,120
"Nov 2, 03:00 am",15.046,36101.7,0.985397,9.345,116
"Nov 2, 04:00 am",14.879,42297.1,0.985054,9.929,110
"Nov 2, 05:00 am",14.499,46289.9,0.984915,10.312,112
"Nov 2, 06:00 am",14.225,53588.3,0.985063,11.126,117
"Nov 2, 07:00 am",14.041,54615.8,0.985082,11.276,114
"Nov 2, 08:00 am",14.45,45066.2,0.985162,10.169,115
"Nov 2, 09:00 am",14.56,50464.1,0.985157,10.733,118
"Nov 2, 10:00 am",14.068,54585.1,0.985424,11.276,118
"Nov 2, 11:00 am",13.478,51277.5,0.985576,10.806,119
"Nov 2, 12:00 pm",13.311,45211,0.985696,10.171,121
"Nov 2, 01:00 pm",13.022,46048.4,0.985884,10.262,123
"Nov 2, 02:00 pm",13.098,35614.9,0.986133,9.257,123
"Nov 2, 03:00 pm",13.143,33762.8,0.985817,9.024,116
"Nov 2, 04:00 pm",13.763,25172.5,0.985415,8.168,112
"Nov 2, 05:00 pm",14.368,18270.1,0.985008,7.344,111
"Nov 2, 06:00 pm",15.306,9801.51,0.984603,6.11,117
"Nov 2, 07:00 pm",15.96,13309.8,0.984302,6.742,123
"Nov 2, 08:00 pm",15.798,20482,0.98389,7.65,122
"Nov 2, 09:00 pm",15.636,29257.5,0.98368,8.635,116
"Nov 2, 10:00 pm",15.363,34284.7,0.983837,9.117,115
"Nov 2, 11:00 pm",14.944,35120.8,0.983826,9.229,108
"Nov 3, 12:00 am",14.756,35147.1,0.983753,9.244,105
"Nov 3, 01:00 am",14.006,47876.9,0.983616,10.486,105
"Nov 3, 02:00 am",12.978,49127,0.983672,10.564,114
"Nov 3, 03:00 am",12.623,50243.9,0.983501,10.676,117
"Nov 3, 04:00 am",13.01,46581.1,0.982831,10.328,113
"Nov 3, 05:00 am",12.108,47586.6,0.982752,10.42,117
"Nov 3, 06:00 am",12.089,46257.5,0.982549,10.278,115
"Nov 3, 07:00 am",11.098,55943.5,0.982201,11.472,115
"Nov 3, 08:00 am",10.816,45721.2,0.981888,10.2,118
"Nov 3, 09:00 am",11.121,33002.1,0.98212,8.948,125
"Nov 3, 10:00 am",11.483,31516.9,0.982073,8.815,121
"Nov 3, 11:00 am",10.217,31898.2,0.981949,8.834,118
"Nov 3, 12:00 pm",9.349,23322.3,0.98174,7.936,114
"Nov 3, 01:00 pm",9.393,20002.8,0.981601,7.529,118
"Nov 3, 02:00 pm",9.617,11642.9,0.981524,6.447,120
"Nov 3, 03:00 pm",9.762,5294.11,0.981332,5.244,123
"Nov 3, 04:00 pm",10.103,6420.2,0.980574,5.492,116
"Nov 3, 05:00 pm",10.492,2498.7,0.980114,4.443,110
"Nov 3, 06:00 pm",10.782,1034.76,0.979629,3.833,109
