,"Air temperature | ('C)","Power generated by system | (kW)","Pressure | (atm)","Wind speed | (m/s)","Wind direction | (deg)"
"Oct 14, 08:00 pm",21.372,4314.58,0.976532,5.05,297
"Oct 14, 09:00 pm",20.507,2844.44,0.976525,4.611,311
"Oct 14, 10:00 pm",19.524,0,0.976738,3.538,314
"Oct 14, 11:00 pm",19.023,0,0.976738,3.066,311
"Oct 15, 12:00 am",18.945,0,0.976824,2.902,316
"Oct 15, 01:00 am",18.51,0,0.976705,2.991,350
"Oct 15, 02:00 am",18.444,0,0.976703,1.946,7
"Oct 15, 03:00 am",18.357,0,0.976193,1.135,7
"Oct 15, 04:00 am",18.295,0,0.975474,0.648,324
"Oct 15, 05:00 am",18.214,0,0.975183,0.505,335
"Oct 15, 06:00 am",18.211,0,0.974845,1.529,145
"Oct 15, 07:00 am",18.233,0,0.974303,1.836,184
"Oct 15, 08:00 am",18.259,0,0.973801,3.111,172
"Oct 15, 09:00 am",18.056,1942.2,0.97335,4.306,155
"Oct 15, 10:00 am",17.853,6170.34,0.972803,5.53,159
"Oct 15, 11:00 am",17.313,1283.27,0.972554,3.971,166
"Oct 15, 12:00 pm",17.187,5292.85,0.97208,5.291,164
"Oct 15, 01:00 pm",17.223,1400.82,0.972346,4.029,187
"Oct 15, 02:00 pm",17.688,0,0.972749,3.443,286
"Oct 15, 03:00 pm",18.491,0,0.972605,3.19,330
"Oct 15, 04:00 pm",18.744,0,0.972357,2.79,311
"Oct 15, 05:00 pm",18.224,767.521,0.97213,3.728,340
"Oct 15, 06:00 pm",17.881,0,0.971989,2.849,325
"Oct 15, 07:00 pm",18.018,0,0.971926,3.225,317
"Oct 15, 08:00 pm",17.935,0,0.971843,3.562,324
"Oct 15, 09:00 pm",17.579,2301.38,0.971843,4.403,344
"Oct 15, 10:00 pm",16.787,8465.84,0.972487,5.909,349
"Oct 15, 11:00 pm",15.571,17112,0.972847,7.224,352
"Oct 16, 12:00 am",14.481,20558.5,0.973343,7.661,354
"Oct 16, 01:00 am",13.56,20423.2,0.97393,7.633,355
"Oct 16, 02:00 am",12.9,19806.5,0.974301,7.541,354
"Oct 16, 03:00 am",12.197,18422.9,0.974463,7.36,354
"Oct 16, 04:00 am",11.633,15670.7,0.974684,7.014,354
"Oct 16, 05:00 am",11.22,11704.8,0.974936,6.474,353
"Oct 16, 06:00 am",10.886,10018,0.975121,6.128,347
"Oct 16, 07:00 am",10.533,13807.9,0.975455,6.773,350
"Oct 16, 08:00 am",10.372,8688.83,0.975706,5.929,344
"Oct 16, 09:00 am",9.962,13161.6,0.976183,6.688,347
"Oct 16, 10:00 am",9.737,12380.8,0.976876,6.563,350
"Oct 16, 11:00 am",9.603,10393.7,0.977115,6.183,345
"Oct 16, 12:00 pm",9.459,5824.44,0.977545,5.414,339
"Oct 16, 01:00 pm",9.299,11783.6,0.978033,6.546,334
"Oct 16, 02:00 pm",9.313,10639.5,0.978715,6.304,334
"Oct 16, 03:00 pm",9.589,11193,0.979022,6.419,335
"Oct 16, 04:00 pm",9.942,11342.7,0.978767,6.46,333
"Oct 16, 05:00 pm",10.443,17973.6,0.978961,7.386,334
"Oct 16, 06:00 pm",10.277,13462.1,0.979172,6.811,332
"Oct 16, 07:00 pm",10.205,11313.6,0.979278,6.455,333
"Oct 16, 08:00 pm",10.141,16531.9,0.979499,7.155,326
"Oct 16, 09:00 pm",9.674,27912.5,0.979881,8.538,330
"Oct 16, 10:00 pm",8.938,31602.7,0.980501,8.902,331
"Oct 16, 11:00 pm",8.345,29912.6,0.98109,8.735,336
"Oct 17, 12:00 am",8.003,26899.4,0.981723,8.371,340
"Oct 17, 01:00 am",6.972,23223.6,0.982068,7.963,340
"Oct 17, 02:00 am",6.781,24614.5,0.982348,8.05,347
"Oct 17, 03:00 am",5.479,22096.6,0.982395,7.761,346
"Oct 17, 04:00 am",5.161,16393.8,0.982148,7.144,334
"Oct 17, 05:00 am",4.291,17915.1,0.982231,7.309,337
"Oct 17, 06:00 am",3.104,27779.3,0.982612,8.389,342
"Oct 17, 07:00 am",2.738,29924.6,0.982829,8.654,338
"Oct 17, 08:00 am",3.266,37645.6,0.982958,9.408,341
"Oct 17, 09:00 am",2.839,34016.3,0.983149,8.972,343
"Oct 17, 10:00 am",1.932,30820.2,0.98381,8.639,347
"Oct 17, 11:00 am",1.342,29595.6,0.983977,8.523,346
"Oct 17, 12:00 pm",1.073,14260,0.984616,6.771,345
"Oct 17, 01:00 pm",3.553,13179.5,0.985299,6.622,350
"Oct 17, 02:00 pm",4.92,18598.1,0.985829,7.309,346
"Oct 17, 03:00 pm",5.516,12681.2,0.986229,6.573,346
"Oct 17, 04:00 pm",6.641,15593.7,0.986135,6.948,349
"Oct 17, 05:00 pm",8.64,16904.3,0.98589,7.121,349
"Oct 17, 06:00 pm",9.824,25168.3,0.985772,8.181,341
"Oct 17, 07:00 pm",10.698,32152,0.985662,8.835,349
"Oct 17, 08:00 pm",11.115,37458.4,0.985673,9.433,346
"Oct 17, 09:00 pm",10.697,39803.4,0.985842,9.655,346
"Oct 17, 10:00 pm",9.587,35474.8,0.986262,9.19,344
"Oct 17, 11:00 pm",7.941,51167.4,0.986722,10.724,341
"Oct 18, 12:00 am",4.795,54667,0.987293,11.011,345
"Oct 18, 01:00 am",4.946,55644.8,0.987675,11.122,348
"Oct 18, 02:00 am",3.795,48313.9,0.988053,10.305,351
"Oct 18, 03:00 am",3.476,58033.6,0.987968,11.541,355
"Oct 18, 04:00 am",2.467,56348.6,0.987955,11.159,358
"Oct 18, 05:00 am",1.384,50087.1,0.988294,10.439,4
"Oct 18, 06:00 am",1.359,44577.5,0.988581,9.926,0
"Oct 18, 07:00 am",0.687,54382.5,0.988743,10.853,0
"Oct 18, 08:00 am",0.003,53954.5,0.988899,10.788,359
"Oct 18, 09:00 am",0.496,55211.2,0.989104,10.947,360
"Oct 18, 10:00 am",0.687,57297.8,0.989618,11.232,3
"Oct 18, 11:00 am",0.469,55011.9,0.98996,10.908,5
"Oct 18, 12:00 pm",-0.014,40311.9,0.990359,9.533,12
"Oct 18, 01:00 pm",2.567,16606.8,0.990748,7.033,11
"Oct 18, 02:00 pm",5.334,4579.03,0.991038,5.032,4
"Oct 18, 03:00 pm",7.725,5731.92,0.991076,5.316,5
"Oct 18, 04:00 pm",9.434,13539.5,0.990934,6.704,8
"Oct 18, 05:00 pm",10.396,20127.1,0.990744,7.517,6
"Oct 18, 06:00 pm",10.995,22286.1,0.990474,7.806,3
"Oct 18, 07:00 pm",11.485,19290.4,0.990232,7.429,1
"Oct 18, 08:00 pm",11.726,12150.5,0.9899,6.525,359
"Oct 18, 09:00 pm",11.601,8411.96,0.989593,5.84,359
"Oct 18, 10:00 pm",9.641,5716.19,0.989507,5.327,1
"Oct 18, 11:00 pm",5.745,3636.09,0.989353,4.786,8
"Oct 19, 12:00 am",4.823,8438.65,0.98927,5.873,23
"Oct 19, 01:00 am",4.055,11774.8,0.989278,6.42,36
"Oct 19, 02:00 am",3.963,10540.8,0.989182,6.148,42
"Oct 19, 03:00 am",4.234,9484.3,0.988987,5.997,46
"Oct 19, 04:00 am",3.566,7814.45,0.988743,5.682,50
"Oct 19, 05:00 am",2.877,5554.97,0.988681,5.266,58
"Oct 19, 06:00 am",1.874,2582.67,0.98903,4.5,94
"Oct 19, 07:00 am",0.999,1234.56,0.989208,3.909,120
"Oct 19, 08:00 am",0.142,0,0.989344,3.499,125
"Oct 19, 09:00 am",-0.093,0,0.989483,3.205,124
"Oct 19, 10:00 am",-0.483,0,0.989908,3.051,135
"Oct 19, 11:00 am",-0.586,0,0.989987,2.731,120
"Oct 19, 12:00 pm",-0.351,0,0.990234,2.805,130
"Oct 19, 01:00 pm",2.711,0,0.990566,3.487,132
"Oct 19, 02:00 pm",5.991,0,0.990493,2.365,118
"Oct 19, 03:00 pm",8.973,0,0.990183,1.629,126
"Oct 19, 04:00 pm",10.903,0,0.989631,1.664,134
"Oct 19, 05:00 pm",12.139,0,0.989158,1.459,150
"Oct 19, 06:00 pm",13.23,0,0.988645,1.679,159
"Oct 19, 07:00 pm",14.1,0,0.988221,2.177,165
"Oct 19, 08:00 pm",14.614,0,0.987649,1.809,165
"Oct 19, 09:00 pm",14.834,0,0.987299,1.997,162
"Oct 19, 10:00 pm",12.633,0,0.987071,2.298,164
"Oct 19, 11:00 pm",8.479,0,0.986861,3.15,154
"Oct 20, 12:00 am",6.852,787.067,0.986947,3.73,155
"Oct 20, 01:00 am",5.827,1337.01,0.986975,3.964,183
"Oct 20, 02:00 am",4.926,1255.59,0.986899,3.923,184
"Oct 20, 03:00 am",4.305,1540.65,0.986857,4.055,175
"Oct 20, 04:00 am",3.857,3110.21,0.98667,4.627,172
"Oct 20, 05:00 am",3.392,3463.44,0.986752,4.73,169
"Oct 20, 06:00 am",3.02,4639.7,0.986943,5.037,169
"Oct 20, 07:00 am",2.679,4164.21,0.98721,4.924,173
"Oct 20, 08:00 am",2.192,3900.27,0.98742,4.851,167
"Oct 20, 09:00 am",1.789,3403.86,0.98764,4.709,167
"Oct 20, 10:00 am",1.206,3446.55,0.987987,4.717,168
"Oct 20, 11:00 am",1.2,3497.6,0.988209,4.735,166
"Oct 20, 12:00 pm",1.662,2796.69,0.988403,4.516,164
"Oct 20, 01:00 pm",5.578,1757.37,0.988635,4.18,159
"Oct 20, 02:00 pm",9.034,0,0.988771,3.058,152
"Oct 20, 03:00 pm",11.996,0,0.988595,2.064,151
"Oct 20, 04:00 pm",14.203,0,0.988046,2.513,160
"Oct 20, 05:00 pm",15.938,0,0.987652,2.611,168
"Oct 20, 06:00 pm",17.16,0,0.987209,2.475,164
"Oct 20, 07:00 pm",18.149,0,0.986797,2.592,165
"Oct 20, 08:00 pm",18.633,0,0.986341,2.598,164
"Oct 20, 09:00 pm",18.605,0,0.985957,2.892,159
"Oct 20, 10:00 pm",15.697,0,0.985812,3.57,166
"Oct 20, 11:00 pm",11.651,2591.12,0.985684,4.471,173
"Oct 21, 12:00 am",10.062,658.511,0.985747,3.646,175
"Oct 21, 01:00 am",8.961,2559.45,0.985836,4.485,159
"Oct 21, 02:00 am",8.193,6186.41,0.98601,5.449,163
"Oct 21, 03:00 am",7.495,4790.81,0.985993,5.125,161
"Oct 21, 04:00 am",7.053,2588.32,0.986,4.506,152
"Oct 21, 05:00 am",6.754,4548.04,0.986255,5.064,146
"Oct 21, 06:00 am",6.445,7640.38,0.986422,5.702,146
"Oct 21, 07:00 am",6.061,5731.82,0.986667,5.374,150
"Oct 21, 08:00 am",5.543,3431.82,0.986744,4.789,154
"Oct 21, 09:00 am",5.119,2963.34,0.986896,4.636,154
"Oct 21, 10:00 am",4.823,2034.93,0.987087,4.29,150
"Oct 21, 11:00 am",4.637,3158.37,0.987039,4.655,142
"Oct 21, 12:00 pm",4.896,6134.98,0.987076,5.405,138
"Oct 21, 01:00 pm",8.605,7478.18,0.987137,5.645,136
"Oct 21, 02:00 pm",11.505,3574.72,0.98711,4.801,129
"Oct 21, 03:00 pm",14.417,0,0.986646,3.058,122
"Oct 21, 04:00 pm",16.809,0,0.985994,3.13,130
"Oct 21, 05:00 pm",18.402,0,0.985503,3.296,136
"Oct 21, 06:00 pm",19.663,0,0.984939,3.319,133
"Oct 21, 07:00 pm",20.673,0,0.984312,3.581,136
"Oct 21, 08:00 pm",21.237,1532.11,0.983742,4.119,147
"Oct 21, 09:00 pm",21.002,1441.34,0.983429,4.064,145
"Oct 21, 10:00 pm",18.242,5205.54,0.983203,5.256,128
"Oct 21, 11:00 pm",16.327,19198.6,0.983083,7.476,137
"Oct 22, 12:00 am",15.515,26014.4,0.982908,8.278,137
"Oct 22, 01:00 am",14.999,28389.1,0.982734,8.55,128
"Oct 22, 02:00 am",14.708,32907.3,0.98266,8.977,127
"Oct 22, 03:00 am",14.77,42642.5,0.982269,9.962,132
"Oct 22, 04:00 am",14.909,35364.3,0.981819,9.263,138
"Oct 22, 05:00 am",14.728,29479.7,0.981617,8.647,137
"Oct 22, 06:00 am",14.671,23708.1,0.981604,8.032,140
"Oct 22, 07:00 am",14.889,23982.5,0.981453,8.06,138
"Oct 22, 08:00 am",14.757,26158.8,0.981286,8.31,142
"Oct 22, 09:00 am",14.797,32936.4,0.980969,8.973,136
"Oct 22, 10:00 am",14.887,43039.2,0.980907,10.001,132
"Oct 22, 11:00 am",14.769,41916.3,0.980848,9.906,133
"Oct 22, 12:00 pm",14.693,46007.2,0.980637,10.309,130
"Oct 22, 01:00 pm",15.061,43411.7,0.98044,10.043,129
"Oct 22, 02:00 pm",16.298,26403.4,0.980354,8.341,131
"Oct 22, 03:00 pm",18.56,12558.1,0.979796,6.649,133
"Oct 22, 04:00 pm",20.394,13925.1,0.978975,6.848,134
"Oct 22, 05:00 pm",21.716,20765.7,0.978032,7.754,138
"Oct 22, 06:00 pm",22.712,34522.2,0.977362,9.364,147
"Oct 22, 07:00 pm",22.991,33303.9,0.976685,9.22,148
"Oct 22, 08:00 pm",22.667,31417.2,0.976026,8.966,144
"Oct 22, 09:00 pm",22.74,33142.7,0.975387,9.176,146
"Oct 22, 10:00 pm",21.188,37995.7,0.974919,9.651,135
"Oct 22, 11:00 pm",20.82,54643,0.974347,11.877,134
"Oct 23, 12:00 am",20.733,54995.8,0.973992,12.17,137
"Oct 23, 01:00 am",20.55,53853.5,0.973773,11.535,138
"Oct 23, 02:00 am",19.817,45161.8,0.973754,10.421,148
"Oct 23, 03:00 am",19.304,48406.2,0.973611,10.757,158
"Oct 23, 04:00 am",19.058,48416.9,0.972708,10.716,146
"Oct 23, 05:00 am",19.471,54392.5,0.972054,11.855,151
"Oct 23, 06:00 am",19.526,54992.5,0.971618,12.25,152
"Oct 23, 07:00 am",19.579,55070,0.97127,13.149,156
"Oct 23, 08:00 am",19.496,55061.3,0.97084,14.019,155
"Oct 23, 09:00 am",19.043,55116.2,0.970304,13.826,155
"Oct 23, 10:00 am",19.148,55076.3,0.96995,14.395,158
"Oct 23, 11:00 am",19.545,54981.6,0.969598,14.275,161
"Oct 23, 12:00 pm",19.788,54911,0.969157,13.548,162
"Oct 23, 01:00 pm",20.171,54816.9,0.96876,13.2,165
"Oct 23, 02:00 pm",20.533,52900,0.969185,11.343,195
"Oct 23, 03:00 pm",19.716,30727.8,0.969766,8.85,224
"Oct 23, 04:00 pm",20.255,22521.2,0.969782,7.974,223
"Oct 23, 05:00 pm",20.599,14201.2,0.96979,6.908,230
"Oct 23, 06:00 pm",21.148,18815.5,0.969874,7.511,232
"Oct 23, 07:00 pm",21.512,22264,0.970024,7.958,229
"Oct 23, 08:00 pm",21.32,26905.3,0.970141,8.494,232
"Oct 23, 09:00 pm",20.396,26992.6,0.970495,8.495,237
"Oct 23, 10:00 pm",18.594,16249.6,0.97109,7.165,254
"Oct 23, 11:00 pm",16.523,28644.5,0.971678,8.737,264
"Oct 24, 12:00 am",14.32,42069.8,0.972218,10.086,264
"Oct 24, 01:00 am",13.678,37138,0.97268,9.629,266
"Oct 24, 02:00 am",13.515,14461.6,0.973075,7.001,268
"Oct 24, 03:00 am",12.926,18532.1,0.97314,7.449,260
"Oct 24, 04:00 am",12.786,15243.2,0.973165,7.016,258
"Oct 24, 05:00 am",12.682,22861.3,0.973176,8.068,272
"Oct 24, 06:00 am",12.043,16657,0.973468,7.263,274
"Oct 24, 07:00 am",11.504,13804.9,0.973777,6.9,273
"Oct 24, 08:00 am",11.378,8663.51,0.973932,5.981,262
"Oct 24, 09:00 am",10.966,14057.1,0.974388,6.913,264
"Oct 24, 10:00 am",10.708,11868.5,0.974849,6.608,269
"Oct 24, 11:00 am",10.4,8920.77,0.975283,6.057,269
"Oct 24, 12:00 pm",10.04,14296.4,0.975821,6.947,274
"Oct 24, 01:00 pm",9.808,14947.4,0.976342,7.016,276
"Oct 24, 02:00 pm",9.988,12099.9,0.976818,6.591,279
"Oct 24, 03:00 pm",10.435,10654,0.977254,6.23,288
"Oct 24, 04:00 pm",10.68,7029.62,0.977426,5.596,291
"Oct 24, 05:00 pm",11.349,6462.33,0.977622,5.518,284
"Oct 24, 06:00 pm",12.014,3811.84,0.977672,4.889,284
"Oct 24, 07:00 pm",12.758,2715.02,0.977733,4.533,288
"Oct 24, 08:00 pm",13.263,699.525,0.977585,3.684,280
"Oct 24, 09:00 pm",14.01,937.328,0.977668,3.793,294
"Oct 24, 10:00 pm",12.7,3452.34,0.977951,4.781,299
"Oct 24, 11:00 pm",9.45,1839.42,0.978327,4.207,304
"Oct 25, 12:00 am",8.183,3826.52,0.978769,4.866,313
"Oct 25, 01:00 am",7.438,2772.5,0.979084,4.554,326
"Oct 25, 02:00 am",6.998,1418.54,0.979366,4.048,333
"Oct 25, 03:00 am",6.447,0,0.979464,3.546,338
"Oct 25, 04:00 am",5.395,0,0.979481,3.287,339
"Oct 25, 05:00 am",4.391,0,0.979767,2.76,2
"Oct 25, 06:00 am",4.032,0,0.98022,2.575,24
"Oct 25, 07:00 am",3.423,0,0.980626,2.432,45
"Oct 25, 08:00 am",3.022,0,0.980867,2.264,35
"Oct 25, 09:00 am",2.466,0,0.981276,2.392,19
"Oct 25, 10:00 am",1.997,0,0.981858,2.542,45
"Oct 25, 11:00 am",1.65,0,0.982183,2.846,51
"Oct 25, 12:00 pm",1.772,0,0.982605,3.187,70
"Oct 25, 01:00 pm",4.879,0,0.983006,2.826,67
"Oct 25, 02:00 pm",8.187,0,0.983281,1.611,61
"Oct 25, 03:00 pm",11.078,0,0.983312,1.647,79
"Oct 25, 04:00 pm",13.46,0,0.982834,2.125,64
"Oct 25, 05:00 pm",15.134,0,0.982482,2.233,65
"Oct 25, 06:00 pm",16.273,0,0.982226,3.058,74
"Oct 25, 07:00 pm",16.999,0,0.981994,2.491,82
"Oct 25, 08:00 pm",17.4,0,0.981839,1.776,99
"Oct 25, 09:00 pm",17.49,0,0.981647,1.525,79
"Oct 25, 10:00 pm",14.927,0,0.981761,1.33,79
"Oct 25, 11:00 pm",11.336,0,0.981884,0.575,157
"Oct 26, 12:00 am",9.972,0,0.982173,1.151,121
"Oct 26, 01:00 am",9.059,0,0.982409,2.965,99
"Oct 26, 02:00 am",7.926,1101.16,0.982545,3.866,102
"Oct 26, 03:00 am",7.988,8751.51,0.982417,5.905,116
"Oct 26, 04:00 am",7.305,10129.5,0.98216,6.121,129
"Oct 26, 05:00 am",6.65,11448.5,0.982165,6.369,124
"Oct 26, 06:00 am",6.355,16444.8,0.982232,7.072,124
"Oct 26, 07:00 am",6.03,24218.2,0.982382,8.009,125
"Oct 26, 08:00 am",6.313,36321.1,0.982619,9.253,127
"Oct 26, 09:00 am",6.723,37070.1,0.982865,9.342,131
"Oct 26, 10:00 am",7.225,37562.2,0.983429,9.396,132
"Oct 26, 11:00 am",7.347,40361.5,0.983651,9.676,128
"Oct 26, 12:00 pm",7.144,54707,0.983783,11.103,129
"Oct 26, 01:00 pm",9.503,47677.4,0.983868,10.379,130
"Oct 26, 02:00 pm",11.814,15357.4,0.984065,6.972,128
"Oct 26, 03:00 pm",13.775,9086.19,0.983982,5.994,131
"Oct 26, 04:00 pm",15.528,9489.18,0.98349,6.061,133
"Oct 26, 05:00 pm",16.982,5455.06,0.983046,5.31,130
"Oct 26, 06:00 pm",17.966,3484.96,0.982566,4.804,128
"Oct 26, 07:00 pm",18.704,2695.01,0.982094,4.547,127
"Oct 26, 08:00 pm",18.923,4090.29,0.981777,4.981,127
"Oct 26, 09:00 pm",18.443,5364.01,0.981492,5.301,123
"Oct 26, 10:00 pm",16.366,13253.8,0.981405,6.742,124
"Oct 26, 11:00 pm",15.058,23206.1,0.981365,7.983,119
"Oct 27, 12:00 am",15.111,23596.8,0.981385,8.023,116
"Oct 27, 01:00 am",14.186,36719,0.981268,9.422,120
"Oct 27, 02:00 am",13.264,40093,0.981184,9.739,122
"Oct 27, 03:00 am",12.7,43106.1,0.981086,9.991,124
"Oct 27, 04:00 am",12.305,40622.9,0.980839,9.775,126
"Oct 27, 05:00 am",12.338,35516.9,0.980779,9.255,128
"Oct 27, 06:00 am",12.529,29120.4,0.980712,8.603,129
"Oct 27, 07:00 am",12.649,23228.6,0.98065,7.957,132
"Oct 27, 08:00 am",12.819,16463.9,0.980637,7.119,130
"Oct 27, 09:00 am",12.399,9300.59,0.980554,6.027,129
"Oct 27, 10:00 am",12.081,5922.93,0.980412,5.41,125
"Oct 27, 11:00 am",12.082,5057.9,0.979989,5.193,115
"Oct 27, 12:00 pm",12.278,4803.4,0.979696,5.13,113
"Oct 27, 01:00 pm",12.372,9181.74,0.979291,6.008,111
"Oct 27, 02:00 pm",12.402,7150.16,0.979028,5.623,116
"Oct 27, 03:00 pm",12.555,8229.19,0.978144,5.833,117
"Oct 27, 04:00 pm",12.978,10556,0.976844,6.227,115
"Oct 27, 05:00 pm",13.65,11364.2,0.975712,6.431,116
"Oct 27, 06:00 pm",14.748,18932.9,0.974535,7.46,120
"Oct 27, 07:00 pm",15.178,23678.7,0.973664,8.059,123
"Oct 27, 08:00 pm",15.211,34861.6,0.972526,9.256,124
"Oct 27, 09:00 pm",14.812,32896.4,0.971767,9.01,128
"Oct 27, 10:00 pm",14.259,37025.3,0.971429,9.482,132
"Oct 27, 11:00 pm",14.396,41992.9,0.971049,9.94,136
"Oct 28, 12:00 am",14.255,13339.3,0.971342,6.826,150
"Oct 28, 01:00 am",14.198,2687.89,0.972218,4.54,234
"Oct 28, 02:00 am",14.483,7568.66,0.972416,5.74,198
"Oct 28, 03:00 am",14.106,21094.4,0.972599,7.762,196
"Oct 28, 04:00 am",13.836,22895.8,0.97285,8.055,209
"Oct 28, 05:00 am",13.253,33119.6,0.973486,9.013,239
"Oct 28, 06:00 am",11.977,26162.5,0.974243,8.309,255
"Oct 28, 07:00 am",12.523,15164,0.974945,7.068,265
"Oct 28, 08:00 am",13.157,12916.7,0.97566,6.783,267
"Oct 28, 09:00 am",13.053,4542.55,0.976367,5.105,260
"Oct 28, 10:00 am",12.915,963.144,0.977057,3.809,237
"Oct 28, 11:00 am",12.889,1688.88,0.97766,4.185,262
"Oct 28, 12:00 pm",12.878,0,0.978291,2.926,237
"Oct 28, 01:00 pm",12.796,0,0.978855,2.669,225
"Oct 28, 02:00 pm",12.994,0,0.979309,1.921,235
"Oct 28, 03:00 pm",13.404,0,0.979579,1.324,194
"Oct 28, 04:00 pm",14.091,0,0.979386,0.908,193
"Oct 28, 05:00 pm",14.678,0,0.979374,1.5,162
"Oct 28, 06:00 pm",15.553,0,0.979534,1.615,146
"Oct 28, 07:00 pm",16.205,0,0.979602,2.24,136
"Oct 28, 08:00 pm",16.474,0,0.979647,2.185,124
"Oct 28, 09:00 pm",16.652,0,0.979763,1.47,119
"Oct 28, 10:00 pm",15.101,0,0.980071,1.296,115
"Oct 28, 11:00 pm",12.391,0,0.98041,1.826,105
"Oct 29, 12:00 am",11.492,0,0.980772,2.355,102
"Oct 29, 01:00 am",11.127,0,0.981104,2.592,104
"Oct 29, 02:00 am",10.709,0,0.98122,3.043,105
"Oct 29, 03:00 am",10.111,949.514,0.98117,3.791,114
"Oct 29, 04:00 am",9.295,3345.71,0.980961,4.729,110
"Oct 29, 05:00 am",8.934,5908.84,0.981047,5.384,114
"Oct 29, 06:00 am",8.687,6303.26,0.981204,5.468,117
"Oct 29, 07:00 am",8.509,11023.6,0.981382,6.286,119
"Oct 29, 08:00 am",8.949,13196.3,0.981542,6.685,120
"Oct 29, 09:00 am",8.723,20149.3,0.98164,7.544,124
"Oct 29, 10:00 am",9.293,32040.5,0.981935,8.84,125
"Oct 29, 11:00 am",9.735,39075.9,0.982176,9.596,124
"Oct 29, 12:00 pm",10.785,40263.1,0.982361,9.718,124
"Oct 29, 01:00 pm",12.503,40518.2,0.982401,9.763,127
"Oct 29, 02:00 pm",13.654,28038,0.982465,8.5,125
"Oct 29, 03:00 pm",15.577,21277.7,0.982175,7.759,120
"Oct 29, 04:00 pm",16.65,12373.9,0.981889,6.613,126
"Oct 29, 05:00 pm",16.387,10200.8,0.981657,6.183,120
"Oct 29, 06:00 pm",17.726,12580.3,0.981385,6.648,116
"Oct 29, 07:00 pm",19.961,16296.8,0.981008,7.153,121
"Oct 29, 08:00 pm",19.699,20411.4,0.98056,7.687,120
"Oct 29, 09:00 pm",19.986,18453.2,0.980156,7.428,119
"Oct 29, 10:00 pm",19.046,30739.8,0.979957,8.825,121
"Oct 29, 11:00 pm",17.989,51386.3,0.979733,10.961,123
"Oct 30, 12:00 am",17.694,55908,0.9797,12.333,122
"Oct 30, 01:00 am",17.382,55971.9,0.979766,12.234,126
"Oct 30, 02:00 am",17.296,55984.1,0.979691,12.311,127
"Oct 30, 03:00 am",17.171,55992.2,0.97941,12.584,128
"Oct 30, 04:00 am",17.178,55971.7,0.979075,13.199,129
"Oct 30, 05:00 am",17.245,55951.1,0.978942,13.002,131
"Oct 30, 06:00 am",17.332,55936.5,0.97898,12.726,134
"Oct 30, 07:00 am",17.336,55928.9,0.978859,12.919,135
"Oct 30, 08:00 am",17.165,55951.5,0.978678,12.661,136
"Oct 30, 09:00 am",16.925,55985.1,0.978457,13.293,135
"Oct 30, 10:00 am",16.643,56039.9,0.978463,13.966,135
"Oct 30, 11:00 am",16.993,55975.8,0.978523,13.888,138
"Oct 30, 12:00 pm",17.622,55866.6,0.978732,13.001,138
"Oct 30, 01:00 pm",18.068,55625.8,0.978841,12.021,136
"Oct 30, 02:00 pm",18.854,50833.7,0.978706,10.894,136
"Oct 30, 03:00 pm",19.953,47529.9,0.978269,10.549,140
"Oct 30, 04:00 pm",20.879,44890,0.977688,10.339,144
"Oct 30, 05:00 pm",21.551,44096.2,0.977105,10.301,147
"Oct 30, 06:00 pm",21.893,45620.4,0.976509,10.516,150
"Oct 30, 07:00 pm",22.954,53709.7,0.975759,11.74,150
"Oct 30, 08:00 pm",22.293,53948.6,0.974908,11.711,143
"Oct 30, 09:00 pm",21.242,50858.1,0.97426,10.991,139
"Oct 30, 10:00 pm",20.903,48277.1,0.974015,10.669,141
"Oct 30, 11:00 pm",20.008,51285.6,0.973681,11.042,142
"Oct 31, 12:00 am",19.97,55085.1,0.973395,12.188,144
"Oct 31, 01:00 am",21.063,54876.8,0.972769,14.508,157
"Oct 31, 02:00 am",17.935,28759.2,0.974225,8.764,275
"Oct 31, 03:00 am",15.354,30271.4,0.975136,8.764,286
"Oct 31, 04:00 am",15.141,7622.71,0.975609,5.801,276
"Oct 31, 05:00 am",14.507,7795.99,0.976382,5.754,289
"Oct 31, 06:00 am",13.897,3197.83,0.977097,4.726,281
"Oct 31, 07:00 am",13.681,10888.3,0.977484,6.316,286
"Oct 31, 08:00 am",12.656,22877.1,0.977999,7.93,298
"Oct 31, 09:00 am",11.222,21477.3,0.978792,7.753,301
"Oct 31, 10:00 am",10.206,11193.3,0.979442,6.347,298
"Oct 31, 11:00 am",9.65,2908.89,0.979936,4.59,291
"Oct 31, 12:00 pm",9.516,0,0.980351,3.351,287
"Oct 31, 01:00 pm",9.554,0,0.98068,2.165,268
"Oct 31, 02:00 pm",9.563,0,0.980789,1.607,265
"Oct 31, 03:00 pm",9.736,0,0.980711,1.249,246
"Oct 31, 04:00 pm",9.958,0,0.980419,1.051,224
"Oct 31, 05:00 pm",10.283,0,0.980354,1.228,247
"Oct 31, 06:00 pm",11.605,0,0.980345,1.885,256
"Oct 31, 07:00 pm",12.6,0,0.980137,1.745,283
"Oct 31, 08:00 pm",13.519,0,0.9799,1.778,273
"Oct 31, 09:00 pm",14.518,2352.59,0.97987,4.402,290
"Oct 31, 10:00 pm",12.57,7309.48,0.980318,5.644,318
"Oct 31, 11:00 pm",9.762,10817.2,0.98083,6.242,317
"Nov 1, 12:00 am",8.717,23028.4,0.981308,7.901,320
