,"Ambient temperature | (C)","Angle of incidence | (deg)","Beam irradiance | (W/m2)","Diffuse irradiance | (W/m2)","DC array power | (W)","AC inverter power | (W)","Global horizontal irradiance | (W/m2)","Module temperature | (C)","Plane of array irradiance | (W/m2)","Power generated by system | (kW)","Shading factor for beam radiation","Sun up over horizon | (0/1)","Transmitted plane of array irradiance | (W/m2)","Wind speed | (m/s)"
"Jul 17, 05:00 pm",29.4,68.131,626,97,980.166,936.182,377,37.5939,330.509,0.936182,1,1,303.125,2.6
"Jul 17, 06:00 pm",28.9,81.9119,439,60,297.803,269.806,170,31.1178,116.455,0.269806,1,1,89.212,3.1
"Jul 17, 07:00 pm",27.2,93.5186,44,21,64.1319,40.6983,25,26.5043,18.7923,0.0406983,1,3,18.7923,2.1
"Jul 17, 08:00 pm",25,0,0,0,0,0,0,25,0,0,1,0,0,2.6
"Jul 17, 09:00 pm",23.3,0,0,0,0,0,0,23.3,0,0,1,0,0,2.6
"Jul 17, 10:00 pm",22.8,0,0,0,0,0,0,22.8,0,0,1,0,0,2.1
"Jul 17, 11:00 pm",22.8,0,0,0,0,0,0,22.8,0,0,1,0,0,1.5
"Jul 18, 12:00 am",21.7,0,0,0,0,0,0,21.7,0,0,1,0,0,2.1
"Jul 18, 01:00 am",21.7,0,0,0,0,0,0,21.7,0,0,1,0,0,0
"Jul 18, 02:00 am",20,0,0,0,0,0,0,20,0,0,1,0,0,0
"Jul 18, 03:00 am",18.9,0,0,0,0,0,0,18.9,0,0,1,0,0,2.1
"Jul 18, 04:00 am",19.4,0,0,0,0,0,0,19.4,0,0,1,0,0,1.5
"Jul 18, 05:00 am",19.4,96.419,2,8,27.5513,4.78985,8,17.9422,7.75877,0.00478985,1,2,7.75877,2.6
"Jul 18, 06:00 am",21.7,88.1858,169,50,151.929,126.835,76,21.1807,47.8547,0.126835,1,1,43.4247,1.5
"Jul 18, 07:00 am",22.8,74.5249,465,91,632.613,597.268,257,26.4475,212.109,0.597268,1,1,185.322,3.1
"Jul 18, 08:00 am",25,60.6394,562,158,1359.33,1304.74,466,36.3604,433.633,1.30474,1,1,417.809,1.5
"Jul 18, 09:00 am",27.8,46.6588,564,204,1866.76,1796.07,608,42.9447,598.704,1.79607,1,1,593.167,2.1
"Jul 18, 10:00 am",28.9,32.7048,746,158,2451.43,2359.48,790,47.1611,798.049,2.35948,1,1,796.181,3.1
"Jul 18, 11:00 am",30.6,19.0794,712,250,2799.35,2693.35,917,53.5279,940.883,2.69335,1,1,940.596,2.6
"Jul 18, 12:00 pm",29.4,8.08163,750,231,2927.27,2815.86,962,55.3919,993.663,2.81586,1,1,993.633,2.1
"Jul 18, 01:00 pm",30.6,13.2306,734,252,2711.5,2609.15,958,67.49,985.887,2.60915,1,1,985.784,0
"Jul 18, 02:00 pm",32.2,26.3218,323,349,1954.33,1880.65,638,49.9174,644.418,1.88065,1,1,644.045,2.1
"Jul 18, 03:00 pm",31.1,40.1927,243,412,1833.01,1763.46,602,45.6675,592.025,1.76346,1,1,590.699,2.6
"Jul 18, 04:00 pm",31.1,54.1844,195,301,1278.85,1226.62,423,41.1808,406.207,1.22662,1,1,402.712,2.6
"Jul 18, 05:00 pm",31.1,68.1333,462,150,955.51,912.173,356,39.1434,318.018,0.912173,1,1,297.805,2.1
"Jul 18, 06:00 pm",29.4,81.9289,304,80,319.642,291.195,155,31.4281,114.756,0.291195,1,1,95.8982,3.6
"Jul 18, 07:00 pm",28.3,93.4962,30,21,63.6896,40.2642,24,27.775,18.7756,0.0402642,1,3,18.7756,5.2
"Jul 18, 08:00 pm",25.6,0,0,0,0,0,0,25.6,0,0,1,0,0,2.6
"Jul 18, 09:00 pm",25,0,0,0,0,0,0,25,0,0,1,0,0,2.6
"Jul 18, 10:00 pm",23.3,0,0,0,0,0,0,23.3,0,0,1,0,0,2.6
"Jul 18, 11:00 pm",22.8,0,0,0,0,0,0,22.8,0,0,1,0,0,2.1
"Jul 19, 12:00 am",22.2,0,0,0,0,0,0,22.2,0,0,1,0,0,2.1
"Jul 19, 01:00 am",21.7,0,0,0,0,0,0,21.7,0,0,1,0,0,3.1
"Jul 19, 02:00 am",20.6,0,0,0,0,0,0,20.6,0,0,1,0,0,1.5
"Jul 19, 03:00 am",21.1,0,0,0,0,0,0,21.1,0,0,1,0,0,2.1
"Jul 19, 04:00 am",20.6,0,0,0,0,0,0,20.6,0,0,1,0,0,2.1
"Jul 19, 05:00 am",20.6,96.4125,0,3,10.2795,0,3,19.0523,2.90954,0,1,2,2.90954,2.6
"Jul 19, 06:00 am",21.1,88.2444,37,48,153.833,128.703,54,20.6509,44.806,0.128703,1,1,43.8617,3.6
"Jul 19, 07:00 am",21.7,74.5695,371,111,628.008,592.771,243,24.9758,204.104,0.592771,1,1,182.7,3.6
"Jul 19, 08:00 am",24.4,60.6697,535,162,1352.84,1298.45,454,32.9556,423.997,1.29845,1,1,408.904,3.6
"Jul 19, 09:00 am",26.1,46.6733,629,201,2021.84,1945.8,650,40.5122,640.705,1.9458,1,1,634.522,3.1
"Jul 19, 10:00 am",28.3,32.6986,694,228,2536.33,2441.05,816,47.2796,826.005,2.44105,1,1,824.268,3.1
"Jul 19, 11:00 am",29.4,19.0356,630,289,2741.89,2638.28,879,49.4437,901.562,2.63828,1,1,901.309,3.6
"Jul 19, 12:00 pm",31.1,7.92645,586,354,2821.56,2714.64,925,54.531,953.273,2.71464,1,1,953.251,2.6
"Jul 19, 01:00 pm",31.1,13.1224,649,329,2920.51,2809.39,952,52.9472,978.315,2.80939,1,1,978.226,3.6
"Jul 19, 02:00 pm",29.4,26.2691,616,367,2863.6,2754.9,917,47.4444,932.136,2.7549,1,1,931.429,5.2
"Jul 19, 03:00 pm",29.4,40.1654,522,285,2140.58,2060.3,692,45.2192,691.052,2.0603,1,1,688.211,3.6
"Jul 19, 04:00 pm",25,54.1745,209,240,1165.24,1116.24,372,33.1115,356.213,1.11624,1,1,352.469,3.6
"Jul 19, 05:00 pm",23.9,68.1385,0,111,359.91,330.623,111,25.969,105.196,0.330623,1,1,105.196,2.6
"Jul 19, 06:00 pm",26.7,81.9491,9,43,141.356,116.466,45,26.9449,42.0654,0.116466,1,1,41.5074,0
"Jul 19, 07:00 pm",24.4,93.4741,1,19,62.4075,39.0059,19,23.3464,18.0177,0.0390059,1,3,18.0177,2.1
"Jul 19, 08:00 pm",22.8,0,0,0,0,0,0,22.8,0,0,1,0,0,2.1
"Jul 19, 09:00 pm",22.8,0,0,0,0,0,0,22.8,0,0,1,0,0,4.1
"Jul 19, 10:00 pm",22.8,0,0,0,0,0,0,22.8,0,0,1,0,0,3.6
"Jul 19, 11:00 pm",21.7,0,0,0,0,0,0,21.7,0,0,1,0,0,3.1
"Jul 20, 12:00 am",21.7,0,0,0,0,0,0,21.7,0,0,1,0,0,2.6
"Jul 20, 01:00 am",21.1,0,0,0,0,0,0,21.1,0,0,1,0,0,3.6
"Jul 20, 02:00 am",21.7,0,0,0,0,0,0,21.7,0,0,1,0,0,3.1
"Jul 20, 03:00 am",21.7,0,0,0,0,0,0,21.7,0,0,1,0,0,3.1
"Jul 20, 04:00 am",21.1,0,0,0,0,0,0,21.1,0,0,1,0,0,3.1
"Jul 20, 05:00 am",21.1,96.4044,0,5,17.0715,0,5,19.8315,4.84923,0,1,2,4.84923,4.1
"Jul 20, 06:00 am",21.7,88.3022,82,56,171.073,145.609,68,21.4289,50.9887,0.145609,1,1,48.9528,4.1
"Jul 20, 07:00 am",23.3,74.6131,239,156,667.573,631.406,240,26.4151,209.341,0.631406,1,1,195.533,4.6
"Jul 20, 08:00 am",25,60.6986,275,211,1112.48,1064.94,361,30.6862,340.341,1.06494,1,1,332.568,5.2
"Jul 20, 09:00 am",25,46.6862,2,304,980.628,936.632,305,29.9716,292.163,0.936632,1,1,292.144,5.2
"Jul 20, 10:00 am",25,32.6905,4,273,888.27,846.67,276,30.5215,265.341,0.84667,1,1,265.331,3.1
"Jul 20, 11:00 am",25.6,18.9894,13,196,672.99,636.695,208,29.8026,200.336,0.636694,1,1,200.331,2.6
"Jul 20, 12:00 pm",26.7,7.76616,4,372,1185.49,1135.92,376,36.093,363.896,1.13592,1,1,363.895,1.5
"Jul 20, 01:00 pm",28.9,13.0145,4,384,1226.09,1175.37,388,35.5605,375.367,1.17537,1,1,375.367,5.2
"Jul 20, 02:00 pm",29.4,26.2185,408,436,2457.67,2365.47,801,49.4819,808.509,2.36547,1,1,808.045,2.1
"Jul 20, 03:00 pm",30,40.1405,223,360,1660,1596.14,534,42.0499,526.268,1.59614,1,1,525.057,3.6
"Jul 20, 04:00 pm",30,54.1673,239,283,1319.04,1265.64,433,39.075,415.244,1.26564,1,1,410.965,3.6
"Jul 20, 05:00 pm",30,68.1468,376,162,914.868,872.586,329,35.9825,297.133,0.872586,1,1,280.672,4.1
"Jul 20, 06:00 pm",28.9,81.9725,134,98,332.07,303.366,131,30.9817,107.715,0.303366,1,1,99.412,2.6
"Jul 20, 07:00 pm",26.1,93.4526,0,31,95.037,71.0266,31,25.6829,27.7404,0.0710266,1,3,27.7404,5.2
"Jul 20, 08:00 pm",24.4,0,0,0,0,0,0,24.4,0,0,1,0,0,3.6
"Jul 20, 09:00 pm",23.9,0,0,0,0,0,0,23.9,0,0,1,0,0,3.1
"Jul 20, 10:00 pm",21.7,0,0,0,0,0,0,21.7,0,0,1,0,0,2.6
"Jul 20, 11:00 pm",21.1,0,0,0,0,0,0,21.1,0,0,1,0,0,3.1
"Jul 21, 12:00 am",21.1,0,0,0,0,0,0,21.1,0,0,1,0,0,3.6
"Jul 21, 01:00 am",20.6,0,0,0,0,0,0,20.6,0,0,1,0,0,4.1
"Jul 21, 02:00 am",20.6,0,0,0,0,0,0,20.6,0,0,1,0,0,3.1
"Jul 21, 03:00 am",20.6,0,0,0,0,0,0,20.6,0,0,1,0,0,1.5
"Jul 21, 04:00 am",20.6,0,0,0,0,0,0,20.6,0,0,1,0,0,3.1
"Jul 21, 05:00 am",20.6,96.3947,0,5,17.1267,0,5,19.1275,4.84923,0,1,2,4.84923,2.6
"Jul 21, 06:00 am",21.1,88.3594,0,39,128.841,104.191,39,20.2167,36.6626,0.104191,1,1,36.6626,1.5
"Jul 21, 07:00 am",21.7,74.6557,2,82,271.924,244.456,83,22.1636,78.1921,0.244456,1,1,78.0764,2.1
"Jul 21, 08:00 am",22.2,60.7262,2,132,436.032,405.118,133,24.1038,126.39,0.405118,1,1,126.333,2.1
"Jul 21, 09:00 am",22.2,46.6975,2,156,514.534,481.89,157,25.5436,150.109,0.48189,1,1,150.089,1
"Jul 21, 10:00 am",22.8,32.6806,2,314,1024.2,979.047,316,28.8419,303.479,0.979047,1,1,303.474,3.1
"Jul 21, 11:00 am",24.4,18.9411,7,382,1246.15,1194.86,388,32.5032,375.828,1.19486,1,1,375.825,3.1
"Jul 21, 12:00 pm",25,7.60086,5,242,795.181,755.923,248,30.831,237.88,0.755923,1,1,237.88,2.1
"Jul 21, 01:00 pm",23.9,12.9074,2,428,1376.67,1321.57,430,33.2945,416.796,1.32157,1,1,416.795,2.6
"Jul 21, 02:00 pm",24.4,26.17,0,396,1262.05,1210.3,396,33.4385,382.363,1.2103,1,1,382.363,2.6
"Jul 21, 03:00 pm",22.8,40.1181,0,359,1155.38,1106.65,359,30.3686,344.863,1.10665,1,1,344.863,3.1
"Jul 21, 04:00 pm",24.4,54.163,1,303,966.281,922.662,304,30.9835,289.296,0.922662,1,1,289.278,2.6
"Jul 21, 05:00 pm",23.3,68.1581,1,108,352.859,323.719,109,25.1091,102.762,0.323719,1,1,102.718,2.6
"Jul 21, 06:00 pm",23.3,81.9994,0,60,196.155,170.201,60,23.4469,56.6584,0.170201,1,1,56.6584,2.1
"Jul 21, 07:00 pm",22.2,93.4315,0,12,39.7945,16.8093,12,20.9435,11.3617,0.0168093,1,3,11.3617,2.1
"Jul 21, 08:00 pm",22.2,0,0,0,0,0,0,22.2,0,0,1,0,0,3.1
"Jul 21, 09:00 pm",21.7,0,0,0,0,0,0,21.7,0,0,1,0,0,2.1
"Jul 21, 10:00 pm",21.1,0,0,0,0,0,0,21.1,0,0,1,0,0,5.2
"Jul 21, 11:00 pm",21.1,0,0,0,0,0,0,21.1,0,0,1,0,0,4.1
"Jul 22, 12:00 am",21.1,0,0,0,0,0,0,21.1,0,0,1,0,0,2.6
"Jul 22, 01:00 am",21.1,0,0,0,0,0,0,21.1,0,0,1,0,0,1.5
"Jul 22, 02:00 am",21.1,0,0,0,0,0,0,21.1,0,0,1,0,0,3.6
"Jul 22, 03:00 am",20.6,0,0,0,0,0,0,20.6,0,0,1,0,0,3.1
"Jul 22, 04:00 am",20,0,0,0,0,0,0,20,0,0,1,0,0,3.1
"Jul 22, 05:00 am",20,96.3834,0,3,10.2984,0,3,18.6508,2.90954,0,1,2,2.90954,4.1
"Jul 22, 06:00 am",20,88.4159,0,28,93.7464,69.7602,28,19.1515,26.5461,0.0697602,1,1,26.5461,4.1
"Jul 22, 07:00 am",20.6,74.6972,1,82,272.763,245.277,83,20.9064,77.9211,0.245277,1,1,77.8632,5.2
"Jul 22, 08:00 am",21.1,60.7524,1,148,489.429,457.344,148,22.932,141.059,0.457344,1,1,141.03,4.1
"Jul 22, 09:00 am",21.1,46.7072,1,213,702.677,665.674,215,24.5823,204.056,0.665674,1,1,204.046,3.6
"Jul 22, 10:00 am",21.1,32.6688,0,232,766.071,727.53,232,24.4606,222.327,0.72753,1,1,222.327,5.2
"Jul 22, 11:00 am",22.2,18.8907,1,263,867.718,826.642,263,26.2108,253.911,0.826642,1,1,253.911,5.2
"Jul 22, 12:00 pm",22.8,7.43072,1,268,883.637,842.156,268,26.7428,259.221,0.842156,1,1,259.221,5.7
"Jul 22, 01:00 pm",22.2,12.8013,0,280,923.069,880.575,280,25.9321,269.752,0.880575,1,1,269.752,6.7
"Jul 22, 02:00 pm",21.7,26.1238,1,243,808.017,768.441,243,24.1421,234.153,0.768441,1,1,234.151,9.8
"Jul 22, 03:00 pm",21.7,40.0984,0,216,711.194,673.986,216,24.6419,206.577,0.673986,1,1,206.577,5.7
"Jul 22, 04:00 pm",22.2,54.1616,1,181,594.25,559.796,182,25.005,172.921,0.559796,1,1,172.903,4.1
"Jul 22, 05:00 pm",22.8,68.1726,1,183,592.1,557.695,184,25.5422,172.758,0.557695,1,1,172.714,4.1
"Jul 22, 06:00 pm",23.3,82.0295,0,83,266.611,239.251,83,23.9287,77.183,0.239251,1,1,77.183,4.6
"Jul 22, 07:00 pm",22.8,93.4108,11,15,50.1118,26.9371,17,21.8685,14.3687,0.0269371,1,3,14.3687,3.6
"Jul 22, 08:00 pm",22.8,0,0,0,0,0,0,22.8,0,0,1,0,0,3.6
"Jul 22, 09:00 pm",22.2,0,0,0,0,0,0,22.2,0,0,1,0,0,2.6
"Jul 22, 10:00 pm",22.2,0,0,0,0,0,0,22.2,0,0,1,0,0,3.6
"Jul 22, 11:00 pm",22.2,0,0,0,0,0,0,22.2,0,0,1,0,0,4.1
"Jul 23, 12:00 am",22.2,0,0,0,0,0,0,22.2,0,0,1,0,0,4.6
"Jul 23, 01:00 am",22.2,0,0,0,0,0,0,22.2,0,0,1,0,0,4.1
"Jul 23, 02:00 am",22.2,0,0,0,0,0,0,22.2,0,0,1,0,0,3.6
"Jul 23, 03:00 am",22.2,0,0,0,0,0,0,22.2,0,0,1,0,0,3.6
"Jul 23, 04:00 am",22.2,0,0,0,0,0,0,22.2,0,0,1,0,0,3.6
"Jul 23, 05:00 am",22.2,96.3705,0,0,0,0,0,22.2,0,0,1,2,0,2.6
"Jul 23, 06:00 am",22.2,88.4716,0,30,99.4198,75.327,30,21.4381,28.4503,0.075327,1,1,28.4503,4.1
"Jul 23, 07:00 am",22.8,74.7375,96,136,505.851,473.401,169,24.997,152.745,0.473401,1,1,147.177,3.1
"Jul 23, 08:00 am",23.3,60.7773,110,201,830.171,790.041,260,27.8237,247.915,0.790041,1,1,244.79,3.6
"Jul 23, 09:00 am",24.4,46.7153,80,274,1071.67,1025.24,331,30.1515,320.333,1.02524,1,1,319.543,4.6
"Jul 23, 10:00 am",27.2,32.6553,666,239,2568.77,2472.19,801,42.0372,814.107,2.47219,1,1,812.449,5.2
"Jul 23, 11:00 am",27.2,18.8384,801,242,3096,2977.22,988,49.7472,1019.67,2.97722,1,1,1019.36,3.6
"Jul 23, 12:00 pm",28.9,7.25589,803,276,3215.21,3091.08,1055,55.84,1094.08,3.09108,1,1,1094.06,2.6
"Jul 23, 01:00 pm",27.2,12.6966,745,319,3266.67,3140.2,1032,47.8747,1065.04,3.1402,1,1,1064.94,5.2
"Jul 23, 02:00 pm",27.8,26.0802,468,340,2388.43,2298.91,758,46.5738,773.861,2.29891,1,1,773.338,3.1
"Jul 23, 03:00 pm",28.9,40.0815,578,246,2181.14,2099.38,695,43.2235,697.178,2.09938,1,1,694.058,4.6
"Jul 23, 04:00 pm",27.8,54.1631,3,229,727.472,689.872,231,32.9445,219.924,0.689872,1,1,219.871,3.6
"Jul 23, 05:00 pm",26.7,68.1902,7,193,617.959,582.955,196,29.8524,184.301,0.582955,1,1,183.994,4.1
"Jul 23, 06:00 pm",25.6,82.0631,6,82,261.896,234.631,83,26.5294,77.1223,0.234631,1,1,76.7514,2.6
"Jul 23, 07:00 pm",24.4,93.3907,0,26,82.3333,58.561,26,23.6157,23.8003,0.058561,1,3,23.8003,2.1
"Jul 23, 08:00 pm",23.3,0,0,0,0,0,0,23.3,0,0,1,0,0,2.1
"Jul 23, 09:00 pm",23.3,0,0,0,0,0,0,23.3,0,0,1,0,0,2.1
"Jul 23, 10:00 pm",23.3,0,0,0,0,0,0,23.3,0,0,1,0,0,2.1
"Jul 23, 11:00 pm",22.8,0,0,0,0,0,0,22.8,0,0,1,0,0,1.5
"Jul 24, 12:00 am",22.8,0,0,0,0,0,0,22.8,0,0,1,0,0,2.6
"Jul 24, 01:00 am",22.2,0,0,0,0,0,0,22.2,0,0,1,0,0,2.1
"Jul 24, 02:00 am",21.7,0,0,0,0,0,0,21.7,0,0,1,0,0,1.5
"Jul 24, 03:00 am",21.7,0,0,0,0,0,0,21.7,0,0,1,0,0,1.5
"Jul 24, 04:00 am",21.7,0,0,0,0,0,0,21.7,0,0,1,0,0,1.5
"Jul 24, 05:00 am",22.2,96.3558,0,2,6.81068,0,2,20.4039,1.93969,0,1,2,1.93969,1.5
"Jul 24, 06:00 am",22.2,88.5264,1,26,86.2648,62.4189,26,21.1208,24.6717,0.0624189,1,1,24.6496,2.1
"Jul 24, 07:00 am",22.2,74.7768,59,148,516.887,484.19,168,24.5092,153.47,0.48419,1,1,150.044,2.6
"Jul 24, 08:00 am",24.4,60.8008,42,171,620.263,585.206,194,27.8747,184.134,0.585206,1,1,182.939,2.6
"Jul 24, 09:00 am",25.6,46.7218,15,273,904.813,862.789,284,31.3268,271.475,0.862789,1,1,271.327,2.6
"Jul 24, 10:00 am",27.2,32.6401,72,406,1483.21,1424.9,467,37.7074,459.134,1.4249,1,1,458.955,2.6
"Jul 24, 11:00 am",27.2,18.7842,315,465,2399.68,2309.72,759,45.5692,773.037,2.30972,1,1,772.916,2.6
"Jul 24, 12:00 pm",28.3,7.07654,568,393,2906.7,2796.16,945,53.4973,976.522,2.79616,1,1,976.505,2.1
"Jul 24, 01:00 pm",29.4,12.5936,319,374,2153.98,2073.22,680,46.2383,696.244,2.07322,1,1,696.205,3.1
"Jul 24, 02:00 pm",28.9,26.0392,243,412,1995.16,1920.05,629,43.8153,637.083,1.92005,1,1,636.813,3.1
"Jul 24, 03:00 pm",27.2,40.0675,264,410,1924.08,1851.44,614,41.3471,607.833,1.85144,1,1,606.41,3.1
"Jul 24, 04:00 pm",27.2,54.1677,213,272,1256.16,1204.58,404,36.3538,389.9,1.20458,1,1,386.086,3.1
"Jul 24, 05:00 pm",28.9,68.2111,126,168,664.525,628.429,223,33.6593,207.083,0.628429,1,1,201.549,2.6
"Jul 24, 06:00 pm",25.6,82.1001,16,33,112.703,88.3588,37,25.4761,33.8528,0.0883588,1,1,32.8648,3.6
"Jul 24, 07:00 pm",24.4,93.3711,0,12,39.356,16.3789,12,23.345,11.3624,0.0163789,1,3,11.3624,3.6
"Jul 24, 08:00 pm",23.9,0,0,0,0,0,0,23.9,0,0,1,0,0,2.6
"Jul 24, 09:00 pm",23.9,0,0,0,0,0,0,23.9,0,0,1,0,0,1.5
"Jul 24, 10:00 pm",23.3,0,0,0,0,0,0,23.3,0,0,1,0,0,2.1
"Jul 24, 11:00 pm",22.8,0,0,0,0,0,0,22.8,0,0,1,0,0,1
"Jul 25, 12:00 am",23.3,0,0,0,0,0,0,23.3,0,0,1,0,0,2.6
"Jul 25, 01:00 am",22.8,0,0,0,0,0,0,22.8,0,0,1,0,0,1.5
"Jul 25, 02:00 am",21.7,0,0,0,0,0,0,21.7,0,0,1,0,0,2.1
"Jul 25, 03:00 am",21.7,0,0,0,0,0,0,21.7,0,0,1,0,0,1.5
"Jul 25, 04:00 am",22.2,0,0,0,0,0,0,22.2,0,0,1,0,0,1.5
"Jul 25, 05:00 am",22.2,96.3395,0,2,6.81229,0,2,20.3527,1.93969,0,1,2,1.93969,1.5
"Jul 25, 06:00 am",22.2,88.5803,94,46,137.02,112.213,59,21.6203,41.2517,0.112213,1,1,39.2431,2.6
"Jul 25, 07:00 am",22.2,74.8149,5,69,231.533,204.878,71,22.387,66.8388,0.204878,1,1,66.5481,2.1
"Jul 25, 08:00 am",25,60.8229,473,181,1310.44,1257.29,436,33.8084,411.221,1.25729,1,1,397.743,2.6
"Jul 25, 09:00 am",27.2,46.7268,414,272,1772.26,1704.74,564,40.4674,560.157,1.70474,1,1,556.068,2.6
"Jul 25, 10:00 am",27.8,32.6233,455,346,2292.34,2206.47,728,45.634,739.724,2.20647,1,1,738.595,2.6
"Jul 25, 11:00 am",29.4,18.7285,464,369,2507.08,2412.95,801,49.5952,824.965,2.41295,1,1,824.789,2.6
"Jul 25, 12:00 pm",30,6.89285,500,340,2582.1,2484.99,825,51.0964,856.313,2.48499,1,1,856.299,2.6
"Jul 25, 01:00 pm",31.1,12.4927,125,347,1482.58,1424.29,466,43.3972,472.207,1.42429,1,1,472.192,2.6
"Jul 25, 02:00 pm",30.6,26.0011,199,358,1693.12,1628.2,535,42.7881,537.783,1.6282,1,1,537.563,3.1
"Jul 25, 03:00 pm",29.4,40.0564,145,386,1544.37,1484.17,498,43.4825,492.867,1.48417,1,1,492.086,1.5
"Jul 25, 04:00 pm",27.8,54.1754,121,290,1141.88,1093.52,366,36.3458,353.116,1.09352,1,1,350.948,2.6
"Jul 25, 05:00 pm",29.4,68.2353,14,158,509.885,477.345,164,32.5662,154.439,0.477345,1,1,153.823,3.1
"Jul 25, 06:00 pm",25,82.1406,29,47,160.963,135.695,54,25.0129,48.6246,0.135696,1,1,46.8358,6.2
"Jul 25, 07:00 pm",26.1,93.3521,0,11,35.7466,12.8356,11,25.2589,10.4133,0.0128356,1,3,10.4133,5.2
"Jul 25, 08:00 pm",23.9,0,0,0,0,0,0,23.9,0,0,1,0,0,3.1
"Jul 25, 09:00 pm",24.4,0,0,0,0,0,0,24.4,0,0,1,0,0,2.1
"Jul 25, 10:00 pm",23.3,0,0,0,0,0,0,23.3,0,0,1,0,0,0
"Jul 25, 11:00 pm",23.9,0,0,0,0,0,0,23.9,0,0,1,0,0,2.6
"Jul 26, 12:00 am",23.9,0,0,0,0,0,0,23.9,0,0,1,0,0,0
"Jul 26, 01:00 am",22.8,0,0,0,0,0,0,22.8,0,0,1,0,0,2.6
"Jul 26, 02:00 am",22.8,0,0,0,0,0,0,22.8,0,0,1,0,0,1.5
"Jul 26, 03:00 am",22.8,0,0,0,0,0,0,22.8,0,0,1,0,0,1.5
"Jul 26, 04:00 am",22.2,0,0,0,0,0,0,22.2,0,0,1,0,0,2.1
"Jul 26, 05:00 am",21.7,96.3214,0,2,6.8739,0,2,18.3864,1.93969,0,1,2,1.93969,0
"Jul 26, 06:00 am",22.2,88.6332,116,44,132.229,107.514,61,20.4537,40.067,0.107514,1,1,37.6677,0
"Jul 26, 07:00 am",24.4,74.8518,319,122,612.559,577.681,231,27.4629,198.883,0.577681,1,1,180.314,4.1
"Jul 26, 08:00 am",25.6,60.8436,407,214,1300.5,1247.64,432,34.6849,408.043,1.24764,1,1,396.43,2.6
"Jul 26, 09:00 am",27.2,46.7303,613,263,2040.13,1963.44,695,52.808,688.882,1.96344,1,1,682.826,0
"Jul 26, 10:00 am",28.3,32.6049,641,294,2427.07,2336.06,833,60.0372,846.965,2.33606,1,1,845.378,0
"Jul 26, 11:00 am",29.4,18.6712,550,369,2705.92,2603.79,880,53.111,907.358,2.60379,1,1,907.15,2.1
"Jul 26, 12:00 pm",30.6,6.70505,288,441,2239.53,2155.62,720,50.4442,740.115,2.15562,1,1,740.107,2.1
"Jul 26, 01:00 pm",28.9,12.3944,166,428,1877.09,1806.06,587,42.2765,594.433,1.80606,1,1,594.414,3.6
"Jul 26, 02:00 pm",31.1,25.9661,88,323,1285.63,1233.2,401,40.0501,402.629,1.2332,1,1,402.532,3.6
"Jul 26, 03:00 pm",30.6,40.0485,152,455,1782.09,1714.25,572,42.6805,566.317,1.71425,1,1,565.499,3.6
"Jul 26, 04:00 pm",27.8,54.1863,74,134,576.506,542.459,180,31.9144,174.697,0.542459,1,1,173.371,3.1
"Jul 26, 05:00 pm",24.4,68.2627,16,95,328.722,300.087,102,25.5291,96.5859,0.300087,1,1,95.8812,4.1
"Jul 26, 06:00 pm",25.6,82.1845,21,54,180.08,154.441,59,25.6908,53.8594,0.154441,1,1,52.5657,3.1
"Jul 26, 07:00 pm",25.6,93.3336,4,26,81.5032,57.7464,27,24.8692,23.6991,0.0577464,1,3,23.6991,3.1
"Jul 26, 08:00 pm",25,0,0,0,0,0,0,25,0,0,1,0,0,2.6
"Jul 26, 09:00 pm",23.9,0,0,0,0,0,0,23.9,0,0,1,0,0,2.1
"Jul 26, 10:00 pm",23.9,0,0,0,0,0,0,23.9,0,0,1,0,0,1.5
"Jul 26, 11:00 pm",23.3,0,0,0,0,0,0,23.3,0,0,1,0,0,0
"Jul 27, 12:00 am",22.8,0,0,0,0,0,0,22.8,0,0,1,0,0,0
"Jul 27, 01:00 am",22.8,0,0,0,0,0,0,22.8,0,0,1,0,0,0
"Jul 27, 02:00 am",21.7,0,0,0,0,0,0,21.7,0,0,1,0,0,0
"Jul 27, 03:00 am",21.7,0,0,0,0,0,0,21.7,0,0,1,0,0,0
"Jul 27, 04:00 am",21.1,0,0,0,0,0,0,21.1,0,0,1,0,0,1
"Jul 27, 05:00 am",21.7,96.3015,11,3,10.2308,0,5,20.0903,2.90954,0,1,2,2.90954,2.1
"Jul 27, 06:00 am",21.7,88.6852,252,38,109.815,85.5262,72,20.9247,36.392,0.0855262,1,1,31.3507,2.1
"Jul 27, 07:00 am",23.9,74.8875,583,61,604.547,569.854,260,27.736,212.161,0.569854,1,1,178.186,2.6
"Jul 27, 08:00 am",26.1,60.863,649,94,1290.69,1238.12,441,35.9821,414.511,1.23812,1,1,395.97,2.1
"Jul 27, 09:00 am",27.8,46.7323,748,101,1932.97,1860.02,628,43.4997,623.351,1.86002,1,1,615.961,2.1
"Jul 27, 10:00 am",29.4,32.5851,516,184,1969.4,1895.19,617,44.8954,633.387,1.89519,1,1,632.112,2.6
"Jul 27, 11:00 am",29.4,18.6126,719,218,2745.47,2641.71,887,52.828,919.27,2.64171,1,1,919.001,2.1
"Jul 27, 12:00 pm",30.6,6.51337,825,289,3045.1,2928.57,1087,71.1221,1131.22,2.92857,1,1,1131.2,0
"Jul 27, 01:00 pm",30.6,12.2989,428,288,2190.07,2107.98,697,50.6772,724.711,2.10798,1,1,724.662,2.1
