,"Ambient temperature | (C)","AC inverter power | (W)","Angle of incidence | (deg)","Beam irradiance | (W/m2)","DC array power | (W)","Diffuse irradiance | (W/m2)","Global horizontal irradiance | (W/m2)","Module temperature | (C)","Plane of array irradiance | (W/m2)","Power generated by system | (kW)","Shading factor for beam radiation","Sun up over horizon | (0/1)","Transmitted plane of array irradiance | (W/m2)","Wind speed | (m/s)"
"Jan 14, 08:00 am",-5.6,983.641,62.0015,337,1028.92,96,187,0.0637687,278.317,0.983641,1,1,267.962,2.6
"Jan 14, 09:00 am",-2.8,1262.51,50.7632,276,1315.82,155,268,5.34913,354.273,1.26251,1,1,350.472,2.6
"Jan 14, 10:00 am",-1.1,2141.77,41.7121,579,2225.15,145,438,13.1025,616.78,2.14177,1,1,613.129,3.1
"Jan 14, 11:00 am",0,1876.27,36.5375,356,1949.8,222,419,14.9691,543.107,1.87627,1,1,541.759,2.1
"Jan 14, 12:00 pm",1.7,2596.2,36.9157,809,2698,92,536,19.9394,769.941,2.5962,1,1,766.756,3.1
"Jan 14, 01:00 pm",1.7,2193.21,42.6992,643,2278.57,137,455,18.6516,648.193,2.19321,1,1,643.75,2.6
"Jan 14, 02:00 pm",1.1,1370.12,52.1127,405,1426.71,116,274,9.48103,393.09,1.37012,1,1,386.888,4.1
"Jan 14, 03:00 pm",1.7,982.184,63.5471,451,1027.42,68,180,7.73813,291.745,0.982184,1,1,276.5,3.6
"Jan 14, 04:00 pm",0.6,152.186,75.3081,21,177.781,37,39,0.642978,47.6522,0.152186,1,3,46.4128,3.6
"Jan 14, 05:00 pm",0,0,0,0,0,0,0,0,0,0,1,0,0,2.1
"Jan 14, 06:00 pm",0,0,0,0,0,0,0,0,0,0,1,0,0,2.6
"Jan 14, 07:00 pm",-1.7,0,0,0,0,0,0,-1.7,0,0,1,0,0,0
"Jan 14, 08:00 pm",-1.7,0,0,0,0,0,0,-1.7,0,0,1,0,0,0
"Jan 14, 09:00 pm",-2.8,0,0,0,0,0,0,-2.8,0,0,1,0,0,1.5
"Jan 14, 10:00 pm",-2.8,0,0,0,0,0,0,-2.8,0,0,1,0,0,2.1
"Jan 14, 11:00 pm",-3.3,0,0,0,0,0,0,-3.3,0,0,1,0,0,2.1
"Jan 15, 12:00 am",-2.2,0,0,0,0,0,0,-2.2,0,0,1,0,0,0
"Jan 15, 01:00 am",-3.3,0,0,0,0,0,0,-3.3,0,0,1,0,0,1.5
"Jan 15, 02:00 am",-3.3,0,0,0,0,0,0,-3.3,0,0,1,0,0,1.5
"Jan 15, 03:00 am",-3.9,0,0,0,0,0,0,-3.9,0,0,1,0,0,2.1
"Jan 15, 04:00 am",-4.4,0,0,0,0,0,0,-4.4,0,0,1,0,0,2.1
"Jan 15, 05:00 am",-3.9,0,0,0,0,0,0,-3.9,0,0,1,0,0,2.1
"Jan 15, 06:00 am",-3.9,0,80.6924,7,6.52675,1,3,-5.80056,2.10199,0,1,2,1.65884,2.6
"Jan 15, 07:00 am",-3.3,454.219,74.3844,424,486.234,23,66,-1.27261,150.235,0.454219,1,1,125.922,2.1
"Jan 15, 08:00 am",-0.6,1335.99,61.9828,736,1391.53,39,239,8.88155,398.947,1.33599,1,1,376.359,2.1
"Jan 15, 09:00 am",2.2,2064.14,50.7071,851,2144.57,51,401,14.724,606.891,2.06414,1,1,595.223,4.1
"Jan 15, 10:00 am",3.9,2576.69,41.6065,916,2677.66,60,525,19.1975,764.109,2.57669,1,1,758.391,4.6
"Jan 15, 11:00 am",5.6,2798.44,36.3777,940,2909.08,64,587,22.7425,841.021,2.79844,1,1,837.52,4.6
"Jan 15, 12:00 pm",6.7,2692.01,36.722,938,2797.94,64,582,29.6898,836.04,2.69201,1,1,832.42,2.1
"Jan 15, 01:00 pm",7.2,2488.76,42.5041,912,2586.02,59,512,22.6263,750.3,2.48876,1,1,744.11,4.6
"Jan 15, 02:00 pm",7.8,1935.26,51.9328,849,2010.92,50,384,22.1643,590.209,1.93526,1,1,577.39,3.1
"Jan 15, 03:00 pm",7.8,1186.34,63.3857,711,1237.38,37,215,16.0443,369.28,1.18634,1,1,345.478,3.6
"Jan 15, 04:00 pm",5.6,339.194,75.2671,336,368.666,21,55,8.11638,119.185,0.339194,1,3,99.3786,2.1
"Jan 15, 05:00 pm",3.9,0,0,0,0,0,0,3.9,0,0,1,0,0,2.6
"Jan 15, 06:00 pm",2.8,0,0,0,0,0,0,2.8,0,0,1,0,0,3.1
"Jan 15, 07:00 pm",2.2,0,0,0,0,0,0,2.2,0,0,1,0,0,3.1
"Jan 15, 08:00 pm",1.1,0,0,0,0,0,0,1.1,0,0,1,0,0,2.6
"Jan 15, 09:00 pm",0,0,0,0,0,0,0,0,0,0,1,0,0,2.1
"Jan 15, 10:00 pm",-0.6,0,0,0,0,0,0,-0.6,0,0,1,0,0,2.6
"Jan 15, 11:00 pm",0,0,0,0,0,0,0,0,0,0,1,0,0,2.1
"Jan 16, 12:00 am",-1.7,0,0,0,0,0,0,-1.7,0,0,1,0,0,2.6
"Jan 16, 01:00 am",-1.1,0,0,0,0,0,0,-1.1,0,0,1,0,0,3.1
"Jan 16, 02:00 am",-1.1,0,0,0,0,0,0,-1.1,0,0,1,0,0,3.1
"Jan 16, 03:00 am",-1.7,0,0,0,0,0,0,-1.7,0,0,1,0,0,3.6
"Jan 16, 04:00 am",-1.1,0,0,0,0,0,0,-1.1,0,0,1,0,0,3.1
"Jan 16, 05:00 am",-1.1,0,0,0,0,0,0,-1.1,0,0,1,0,0,2.1
"Jan 16, 06:00 am",-1.7,0,80.7415,5,5.67662,1,3,-3.27417,1.77429,0,1,2,1.4579,3.1
"Jan 16, 07:00 am",-0.6,281.574,74.3897,167,309.818,31,48,-0.277346,90.1482,0.281574,1,1,80.5705,2.1
"Jan 16, 08:00 am",3.3,1080.09,61.9591,450,1128.06,84,207,8.13459,317.898,1.08009,1,1,304.108,5.2
"Jan 16, 09:00 am",6.1,1782.65,50.6453,613,1852.86,105,358,15.9968,525.576,1.78265,1,1,517.212,4.6
"Jan 16, 10:00 am",7.8,2013.11,41.4944,532,2091.63,161,432,19.5334,596.611,2.01311,1,1,593.324,4.6
"Jan 16, 11:00 am",9.4,2471.91,36.2111,705,2568.47,126,520,20.5106,734.444,2.47191,1,1,731.863,7.2
"Jan 16, 12:00 pm",10.6,2211.15,36.5223,580,2297.21,156,478,23.1279,664.744,2.21115,1,1,662.551,5.2
"Jan 16, 01:00 pm",11.7,2216.07,42.3048,686,2302.32,125,468,23.528,669.838,2.21607,1,1,665.267,5.7
"Jan 16, 02:00 pm",11.7,1631.91,51.7505,547,1696.96,123,340,20.299,491.208,1.63191,1,1,483.065,5.7
"Jan 16, 03:00 pm",11.7,311.903,63.2233,12,340.789,89,92,12.6614,94.1168,0.311903,1,1,93.719,6.7
"Jan 16, 04:00 pm",8.9,96.0623,75.2271,17,120.555,28,30,8.30027,33.5242,0.0960623,1,3,32.5232,5.2
"Jan 16, 05:00 pm",7.2,0,0,0,0,0,0,7.2,0,0,1,0,0,4.1
"Jan 16, 06:00 pm",7.8,0,0,0,0,0,0,7.8,0,0,1,0,0,4.6
"Jan 16, 07:00 pm",7.2,0,0,0,0,0,0,7.2,0,0,1,0,0,5.2
"Jan 16, 08:00 pm",7.2,0,0,0,0,0,0,7.2,0,0,1,0,0,5.2
"Jan 16, 09:00 pm",8.3,0,0,0,0,0,0,8.3,0,0,1,0,0,7.2
"Jan 16, 10:00 pm",8.3,0,0,0,0,0,0,8.3,0,0,1,0,0,6.2
"Jan 16, 11:00 pm",8.3,0,0,0,0,0,0,8.3,0,0,1,0,0,6.7
"Jan 17, 12:00 am",6.1,0,0,0,0,0,0,6.1,0,0,1,0,0,5.2
"Jan 17, 01:00 am",5.6,0,0,0,0,0,0,5.6,0,0,1,0,0,5.2
"Jan 17, 02:00 am",6.1,0,0,0,0,0,0,6.1,0,0,1,0,0,8.8
"Jan 17, 03:00 am",5.6,0,0,0,0,0,0,5.6,0,0,1,0,0,7.2
"Jan 17, 04:00 am",5,0,0,0,0,0,0,5,0,0,1,0,0,8.8
"Jan 17, 05:00 am",5,0,0,0,0,0,0,5,0,0,1,0,0,7.2
"Jan 17, 06:00 am",6.1,0,80.7903,0,0,0,0,6.1,0,0,1,2,0,6.7
"Jan 17, 07:00 am",6.7,49.7926,74.3905,3,73.3983,20,20,5.8281,19.7623,0.0497926,1,1,19.5903,6.7
"Jan 17, 08:00 am",8.3,215.211,61.9302,2,242.077,67,67,8.22804,65.3479,0.215211,1,1,65.2867,7.7
"Jan 17, 09:00 am",8.9,357.996,50.5777,4,387.875,106,108,9.39658,105.197,0.357996,1,1,105.143,9.8
"Jan 17, 10:00 am",8.9,677.882,41.3761,5,715.186,193,195,12.3721,196.458,0.677882,1,1,196.428,2.6
"Jan 17, 11:00 am",8.9,428.294,36.0379,3,459.725,127,128,10.1458,125.04,0.428294,1,1,125.03,5.7
"Jan 17, 12:00 pm",8.9,955.521,36.3168,7,1000.03,264,267,12.4061,274.728,0.955521,1,1,274.702,6.7
"Jan 17, 01:00 pm",10.6,435.084,42.1015,1,466.667,131,132,12.0253,127.981,0.435084,1,1,127.975,5.7
"Jan 17, 02:00 pm",10,1045.44,51.566,146,1092.43,192,250,14.6971,305.309,1.04544,1,1,303.167,5.2
"Jan 17, 03:00 pm",10,405.822,63.0598,36,436.753,99,108,11.7106,120.786,0.405822,1,1,119.604,4.1
"Jan 17, 04:00 pm",8.9,27.5018,75.1881,2,50.687,14,14,7.90053,13.7681,0.0275018,1,3,13.6505,4.6
"Jan 17, 05:00 pm",8.9,0,0,0,0,0,0,8.9,0,0,1,0,0,4.1
"Jan 17, 06:00 pm",8.3,0,0,0,0,0,0,8.3,0,0,1,0,0,5.2
"Jan 17, 07:00 pm",7.8,0,0,0,0,0,0,7.8,0,0,1,0,0,5.7
"Jan 17, 08:00 pm",7.8,0,0,0,0,0,0,7.8,0,0,1,0,0,3.1
"Jan 17, 09:00 pm",7.8,0,0,0,0,0,0,7.8,0,0,1,0,0,4.1
"Jan 17, 10:00 pm",8.3,0,0,0,0,0,0,8.3,0,0,1,0,0,4.6
"Jan 17, 11:00 pm",8.3,0,0,0,0,0,0,8.3,0,0,1,0,0,2.6
"Jan 18, 12:00 am",8.3,0,0,0,0,0,0,8.3,0,0,1,0,0,2.1
"Jan 18, 01:00 am",8.3,0,0,0,0,0,0,8.3,0,0,1,0,0,2.6
"Jan 18, 02:00 am",8.3,0,0,0,0,0,0,8.3,0,0,1,0,0,2.6
"Jan 18, 03:00 am",8.3,0,0,0,0,0,0,8.3,0,0,1,0,0,3.1
"Jan 18, 04:00 am",8.3,0,0,0,0,0,0,8.3,0,0,1,0,0,3.1
"Jan 18, 05:00 am",8.3,0,0,0,0,0,0,8.3,0,0,1,0,0,3.6
"Jan 18, 06:00 am",8.3,0,80.8387,0,3.62135,1,1,6.61598,0.969846,0,1,2,0.969846,3.6
"Jan 18, 07:00 am",8.9,65.0011,74.3868,1,88.8962,25,25,7.73379,23.9806,0.0650011,1,1,23.9233,3.6
"Jan 18, 08:00 am",9.4,292.675,61.8962,1,321.153,88,88,9.76354,87.2268,0.292675,1,1,87.1963,4.1
"Jan 18, 09:00 am",10.6,553.782,50.5045,4,588.095,159,160,12.4755,161.65,0.553782,1,1,161.596,5.2
"Jan 18, 10:00 am",11.7,680.06,41.2514,6,717.418,195,198,14.8483,199.266,0.68006,1,1,199.23,4.1
"Jan 18, 11:00 am",11.7,769.8,35.858,0,809.411,224,224,14.629,224.555,0.7698,1,1,224.555,6.2
"Jan 18, 12:00 pm",12.2,1065.19,36.1056,47,1112.74,258,284,17.6013,313.046,1.06519,1,1,312.876,4.6
"Jan 18, 01:00 pm",13.3,1277.24,41.8943,160,1330.99,234,315,19.7296,378.922,1.27724,1,1,377.896,5.2
"Jan 18, 02:00 pm",13.3,432.489,51.3792,12,464.014,124,129,15.0407,129.143,0.432489,1,1,128.97,5.2
"Jan 18, 03:00 pm",13.3,239.548,62.8954,9,266.915,72,75,13.614,74.0074,0.239548,1,1,73.715,4.6
"Jan 18, 04:00 pm",13.3,74.8352,75.1503,5,98.9186,27,27,12.5505,27.4835,0.0748352,1,3,27.1898,4.6
"Jan 18, 05:00 pm",12.8,0,0,0,0,0,0,12.8,0,0,1,0,0,5.7
"Jan 18, 06:00 pm",13.3,0,0,0,0,0,0,13.3,0,0,1,0,0,6.2
"Jan 18, 07:00 pm",12.8,0,0,0,0,0,0,12.8,0,0,1,0,0,5.7
"Jan 18, 08:00 pm",12.8,0,0,0,0,0,0,12.8,0,0,1,0,0,4.6
"Jan 18, 09:00 pm",12.8,0,0,0,0,0,0,12.8,0,0,1,0,0,7.2
"Jan 18, 10:00 pm",12.8,0,0,0,0,0,0,12.8,0,0,1,0,0,6.2
"Jan 18, 11:00 pm",13.3,0,0,0,0,0,0,13.3,0,0,1,0,0,7.2
"Jan 19, 12:00 am",13.3,0,0,0,0,0,0,13.3,0,0,1,0,0,7.2
"Jan 19, 01:00 am",13.3,0,0,0,0,0,0,13.3,0,0,1,0,0,9.3
"Jan 19, 02:00 am",13.3,0,0,0,0,0,0,13.3,0,0,1,0,0,7.7
"Jan 19, 03:00 am",13.9,0,0,0,0,0,0,13.9,0,0,1,0,0,8.2
"Jan 19, 04:00 am",14.4,0,0,0,0,0,0,14.4,0,0,1,0,0,6.7
"Jan 19, 05:00 am",14.4,0,0,0,0,0,0,14.4,0,0,1,0,0,6.7
"Jan 19, 06:00 am",15,0,80.8866,0,0,0,0,15,0,0,1,2,0,7.2
"Jan 19, 07:00 am",16.1,106.065,74.3785,1,130.752,36,36,15.683,36.5042,0.106065,1,1,36.4469,8.8
"Jan 19, 08:00 am",16.7,213.471,61.8572,2,240.301,69,70,16.7492,67.3673,0.213471,1,1,67.3064,8.8
"Jan 19, 09:00 am",17.2,298.246,50.4257,1,326.842,95,95,17.6419,91.9305,0.298246,1,1,91.9171,8.2
"Jan 19, 10:00 am",17.8,750.157,41.1205,1,789.269,222,222,20.538,224.93,0.750157,1,1,224.924,6.7
"Jan 19, 11:00 am",18.3,463.848,35.6716,1,496.081,144,145,19.4939,140.699,0.463848,1,1,140.696,9.3
"Jan 19, 12:00 pm",17.8,500.035,35.8887,1,533.096,154,155,19.2349,151.018,0.500035,1,1,151.014,7.7
"Jan 19, 01:00 pm",18.3,444.977,41.6834,1,476.783,138,138,19.2912,135.103,0.444977,1,1,135.097,10.3
"Jan 19, 02:00 pm",18.3,346.49,51.1905,1,376.12,109,110,18.9651,106.429,0.34649,1,1,106.415,9.3
"Jan 19, 03:00 pm",18.3,189.143,62.7303,1,215.479,63,63,18.3459,60.8254,0.189143,1,1,60.7932,6.7
"Jan 19, 04:00 pm",17.8,37.3834,75.1136,0,60.7545,18,18,17.2379,17.0546,0.0373834,1,3,17.0546,10.3
"Jan 19, 05:00 pm",17.8,0,0,0,0,0,0,17.8,0,0,1,0,0,6.2
"Jan 19, 06:00 pm",17.2,0,0,0,0,0,0,17.2,0,0,1,0,0,5.2
"Jan 19, 07:00 pm",17.2,0,0,0,0,0,0,17.2,0,0,1,0,0,4.6
"Jan 19, 08:00 pm",16.7,0,0,0,0,0,0,16.7,0,0,1,0,0,4.6
"Jan 19, 09:00 pm",15.6,0,0,0,0,0,0,15.6,0,0,1,0,0,4.1
"Jan 19, 10:00 pm",15,0,0,0,0,0,0,15,0,0,1,0,0,3.6
"Jan 19, 11:00 pm",15.6,0,0,0,0,0,0,15.6,0,0,1,0,0,2.1
"Jan 20, 12:00 am",14.4,0,0,0,0,0,0,14.4,0,0,1,0,0,2.6
"Jan 20, 01:00 am",13.9,0,0,0,0,0,0,13.9,0,0,1,0,0,2.1
"Jan 20, 02:00 am",12.8,0,0,0,0,0,0,12.8,0,0,1,0,0,3.1
"Jan 20, 03:00 am",11.1,0,0,0,0,0,0,11.1,0,0,1,0,0,4.6
"Jan 20, 04:00 am",11.1,0,0,0,0,0,0,11.1,0,0,1,0,0,4.6
"Jan 20, 05:00 am",10,0,0,0,0,0,0,10,0,0,1,0,0,4.1
"Jan 20, 06:00 am",9.4,0,80.934,9,6.76631,1,3,7.57297,2.38799,0,1,2,1.81964,2.6
"Jan 20, 07:00 am",10,279.371,74.3656,167,307.568,34,52,10.5213,93.3563,0.279371,1,1,83.7863,2.1
"Jan 20, 08:00 am",11.7,1126.62,61.8131,503,1175.92,83,224,16.8303,344.76,1.12662,1,1,329.487,5.7
"Jan 20, 09:00 am",12.8,1829.19,50.3412,726,1901.04,67,373,21.6264,554.15,1.82919,1,1,544.482,6.2
"Jan 20, 10:00 am",13.9,2491.8,40.9835,893,2589.19,63,526,24.4332,756.59,2.4918,1,1,751.334,8.2
"Jan 20, 11:00 am",14.4,2547.39,35.4788,808,2647.11,88,547,25.8661,776.073,2.54739,1,1,773.334,7.7
"Jan 20, 12:00 pm",15,2486.05,35.6662,761,2583.2,111,542,27.3545,762.633,2.48605,1,1,760.002,6.7
"Jan 20, 01:00 pm",15.6,2424.65,41.4688,870,2519.26,71,517,26.5974,743.895,2.42465,1,1,738.534,7.7
"Jan 20, 02:00 pm",15.6,1897.37,50.9999,764,1971.66,77,391,24.5335,583.128,1.89737,1,1,572.406,7.2
"Jan 20, 03:00 pm",14.4,1072.24,62.5646,549,1119.99,60,206,19.2274,334.731,1.07224,1,1,317.257,7.2
"Jan 20, 04:00 pm",12.8,199.412,75.0782,106,225.956,32,43,13.1116,68.477,0.199412,1,3,62.2637,7.7
"Jan 20, 05:00 pm",9.4,0,0,0,0,0,0,9.4,0,0,1,0,0,5.7
"Jan 20, 06:00 pm",7.8,0,0,0,0,0,0,7.8,0,0,1,0,0,6.2
"Jan 20, 07:00 pm",6.7,0,0,0,0,0,0,6.7,0,0,1,0,0,6.2
"Jan 20, 08:00 pm",6.1,0,0,0,0,0,0,6.1,0,0,1,0,0,5.2
"Jan 20, 09:00 pm",4.4,0,0,0,0,0,0,4.4,0,0,1,0,0,4.6
"Jan 20, 10:00 pm",4.4,0,0,0,0,0,0,4.4,0,0,1,0,0,4.6
"Jan 20, 11:00 pm",4.4,0,0,0,0,0,0,4.4,0,0,1,0,0,5.2
"Jan 21, 12:00 am",5,0,0,0,0,0,0,5,0,0,1,0,0,3.6
"Jan 21, 01:00 am",3.3,0,0,0,0,0,0,3.3,0,0,1,0,0,3.1
"Jan 21, 02:00 am",2.2,0,0,0,0,0,0,2.2,0,0,1,0,0,2.6
"Jan 21, 03:00 am",2.2,0,0,0,0,0,0,2.2,0,0,1,0,0,3.6
"Jan 21, 04:00 am",2.8,0,0,0,0,0,0,2.8,0,0,1,0,0,2.1
"Jan 21, 05:00 am",2.8,0,0,0,0,0,0,2.8,0,0,1,0,0,2.6
"Jan 21, 06:00 am",3.3,0,80.9808,0,0,0,0,3.3,0,0,1,2,0,3.6
"Jan 21, 07:00 am",3.3,187.421,74.3481,45,213.722,40,45,2.99793,58.9328,0.187421,1,1,56.3555,5.2
"Jan 21, 08:00 am",4.4,860.15,61.7639,289,902.104,92,173,7.55885,251.332,0.86015,1,1,242.585,6.2
"Jan 21, 09:00 am",5,1051.76,50.2513,247,1098.93,125,230,9.78742,301.668,1.05176,1,1,298.402,5.2
"Jan 21, 10:00 am",5.6,1123.2,40.8403,102,1172.41,229,282,10.5252,319.98,1.1232,1,1,319.388,5.7
"Jan 21, 11:00 am",5.6,1183.51,35.2795,118,1234.47,220,288,11.192,337.675,1.18351,1,1,337.284,5.2
"Jan 21, 12:00 pm",5.6,770.264,35.4382,30,809.886,189,206,9.52474,219.764,0.770264,1,1,219.663,4.1
"Jan 21, 01:00 pm",5.6,579.502,41.2507,6,614.423,164,168,8.42707,165.886,0.579502,1,1,165.85,3.1
"Jan 21, 02:00 pm",5,457.591,50.8075,7,489.682,129,132,6.28333,131.052,0.457591,1,1,130.955,5.7
"Jan 21, 03:00 pm",5,410.967,62.3983,23,442.011,103,109,5.95434,118.763,0.410967,1,1,118.039,6.2
"Jan 21, 04:00 pm",4.4,90.8064,75.0189,25,115.197,23,25,3.85207,31.9496,0.0908064,1,1,30.4869,6.7
"Jan 21, 05:00 pm",3.9,0,81.2695,0,0,0,0,3.9,0,0,1,3,0,6.7
"Jan 21, 06:00 pm",3.3,0,0,0,0,0,0,3.3,0,0,1,0,0,7.2
"Jan 21, 07:00 pm",2.8,0,0,0,0,0,0,2.8,0,0,1,0,0,8.2
"Jan 21, 08:00 pm",2.2,0,0,0,0,0,0,2.2,0,0,1,0,0,6.2
"Jan 21, 09:00 pm",2.2,0,0,0,0,0,0,2.2,0,0,1,0,0,5.7
"Jan 21, 10:00 pm",1.7,0,0,0,0,0,0,1.7,0,0,1,0,0,5.2
"Jan 21, 11:00 pm",1.7,0,0,0,0,0,0,1.7,0,0,1,0,0,4.1
"Jan 22, 12:00 am",1.1,0,0,0,0,0,0,1.1,0,0,1,0,0,5.2
"Jan 22, 01:00 am",1.1,0,0,0,0,0,0,1.1,0,0,1,0,0,4.6
"Jan 22, 02:00 am",1.1,0,0,0,0,0,0,1.1,0,0,1,0,0,5.2
"Jan 22, 03:00 am",0.6,0,0,0,0,0,0,0.6,0,0,1,0,0,4.6
"Jan 22, 04:00 am",1.1,0,0,0,0,0,0,1.1,0,0,1,0,0,4.6
"Jan 22, 05:00 am",1.1,0,0,0,0,0,0,1.1,0,0,1,0,0,4.1
"Jan 22, 06:00 am",1.1,0,81.027,0,0,0,0,1.1,0,0,1,2,0,4.1
"Jan 22, 07:00 am",1.1,82.2819,74.326,5,106.508,28,29,0.0310631,28.0204,0.0822819,1,1,27.7343,4.1
"Jan 22, 08:00 am",1.1,445.096,61.7098,2,476.904,122,123,2.18411,125.379,0.445096,1,1,125.319,4.6
"Jan 22, 09:00 am",2.2,958.667,50.1558,74,1003.26,206,238,5.73091,268.633,0.958667,1,1,267.662,6.2
"Jan 22, 10:00 am",2.2,1418.9,40.6911,204,1477.03,222,329,8.17864,399.427,1.4189,1,1,398.259,6.2
"Jan 22, 11:00 am",2.8,896.617,35.074,89,939.538,166,217,7.21706,252.566,0.896617,1,1,252.277,4.6
"Jan 22, 12:00 pm",3.9,1626.24,35.2049,213,1691.1,261,383,11.3521,463.074,1.62624,1,1,462.372,5.7
"Jan 22, 01:00 pm",4.4,1148.95,41.0292,189,1198.9,160,258,9.36593,326.063,1.14895,1,1,324.946,6.2
"Jan 22, 02:00 pm",5,1790.97,50.6136,612,1861.48,100,356,12.0724,518.91,1.79097,1,1,510.581,7.7
"Jan 22, 03:00 pm",5,1195.86,62.2316,617,1247.18,52,221,10.0519,358.285,1.19586,1,1,339.05,7.2
"Jan 22, 04:00 pm",3.9,297.703,74.8785,223,326.287,27,49,4.96186,99.7548,0.297703,1,1,86.7631,5.2
"Jan 22, 05:00 pm",1.7,0,81.2648,0,0,0,0,1.7,0,0,1,3,0,4.1
"Jan 22, 06:00 pm",1.1,0,0,0,0,0,0,1.1,0,0,1,0,0,3.6
"Jan 22, 07:00 pm",0.6,0,0,0,0,0,0,0.6,0,0,1,0,0,3.1
"Jan 22, 08:00 pm",0,0,0,0,0,0,0,0,0,0,1,0,0,4.1
"Jan 22, 09:00 pm",-0.6,0,0,0,0,0,0,-0.6,0,0,1,0,0,4.1
"Jan 22, 10:00 pm",0.6,0,0,0,0,0,0,0.6,0,0,1,0,0,4.6
"Jan 22, 11:00 pm",0,0,0,0,0,0,0,0,0,0,1,0,0,3.1
"Jan 23, 12:00 am",-0.6,0,0,0,0,0,0,-0.6,0,0,1,0,0,1.5
"Jan 23, 01:00 am",-1.1,0,0,0,0,0,0,-1.1,0,0,1,0,0,3.6
"Jan 23, 02:00 am",0,0,0,0,0,0,0,0,0,0,1,0,0,3.6
"Jan 23, 03:00 am",-0.6,0,0,0,0,0,0,-0.6,0,0,1,0,0,3.6
"Jan 23, 04:00 am",-2.2,0,0,0,0,0,0,-2.2,0,0,1,0,0,3.6
"Jan 23, 05:00 am",-2.2,0,0,0,0,0,0,-2.2,0,0,1,0,0,4.1
"Jan 23, 06:00 am",-2.2,0,81.0725,20,14.7599,2,5,-3.79469,5.04337,0,1,2,3.78255,4.1
"Jan 23, 07:00 am",0,489.807,74.2994,477,522.633,23,77,2.09264,164.556,0.489807,1,1,137.282,3.6
"Jan 23, 08:00 am",2.2,1391.43,61.6506,763,1448.68,38,256,8.29494,413.745,1.39143,1,1,390.816,6.2
"Jan 23, 09:00 am",4.4,2135.41,50.055,877,2218.54,49,425,15.082,628.157,2.13541,1,1,616.743,5.7
"Jan 23, 10:00 am",6.1,2633.17,40.5359,926,2736.55,58,546,19.1351,780.073,2.63317,1,1,774.85,6.2
"Jan 23, 11:00 am",7.8,2910.38,34.8622,948,3026.08,62,610,18.9721,859.199,2.91038,1,1,856.191,9.3
"Jan 23, 12:00 pm",8.9,2880.52,34.9663,956,2994.86,61,613,22.3166,863.581,2.88052,1,1,860.513,7.2
"Jan 23, 01:00 pm",9.4,2609.68,40.8045,931,2712.05,57,544,20.9745,779.816,2.60968,1,1,774.429,7.7
"Jan 23, 02:00 pm",9.4,2088.6,50.4182,880,2169.95,49,419,18.9845,625.787,2.0886,1,1,613.996,7.2
"Jan 23, 03:00 pm",9.4,1317.29,62.0647,764,1372.25,37,248,16.8494,408.1,1.31729,1,1,384.532,5.2
"Jan 23, 04:00 pm",7.8,430.414,74.7384,451,461.893,21,68,10.1807,151.798,0.430414,1,1,125.639,4.6
"Jan 23, 05:00 pm",5.6,0,81.2609,4,5.00109,1,4,4.306,1.57758,0,1,3,1.32611,4.1
"Jan 23, 06:00 pm",5.6,0,0,0,0,0,0,5.6,0,0,1,0,0,3.6
"Jan 23, 07:00 pm",3.9,0,0,0,0,0,0,3.9,0,0,1,0,0,3.1
"Jan 23, 08:00 pm",3.3,0,0,0,0,0,0,3.3,0,0,1,0,0,3.6
"Jan 23, 09:00 pm",2.8,0,0,0,0,0,0,2.8,0,0,1,0,0,2.6
"Jan 23, 10:00 pm",2.8,0,0,0,0,0,0,2.8,0,0,1,0,0,2.1
"Jan 23, 11:00 pm",1.7,0,0,0,0,0,0,1.7,0,0,1,0,0,2.1
"Jan 24, 12:00 am",0.6,0,0,0,0,0,0,0.6,0,0,1,0,0,2.6
"Jan 24, 01:00 am",0,0,0,0,0,0,0,0,0,0,1,0,0,3.1
"Jan 24, 02:00 am",0.6,0,0,0,0,0,0,0.6,0,0,1,0,0,3.1
"Jan 24, 03:00 am",0,0,0,0,0,0,0,0,0,0,1,0,0,2.6
"Jan 24, 04:00 am",0.6,0,0,0,0,0,0,0.6,0,0,1,0,0,2.1
"Jan 24, 05:00 am",1.1,0,0,0,0,0,0,1.1,0,0,1,0,0,4.6
"Jan 24, 06:00 am",2.8,0,81.1173,12,11.6038,2,4,1.20823,3.79263,0,1,2,3.0366,4.1
"Jan 24, 07:00 am",1.7,434.809,74.2681,356,466.387,32,73,3.555,143.607,0.434809,1,1,123.272,2.1
"Jan 24, 08:00 am",5,585.983,61.5865,107,621.058,108,138,7.07816,169.863,0.585983,1,1,166.661,5.2
"Jan 24, 09:00 am",7.2,551.807,49.9487,2,586.073,158,159,8.82169,158.496,0.551807,1,1,158.47,6.7
"Jan 24, 10:00 am",8.3,1025.45,40.3748,115,1071.89,190,251,12.171,294.773,1.02545,1,1,294.135,6.7
"Jan 24, 11:00 am",10,2520.77,34.6442,628,2619.37,195,560,22.1932,754.14,2.52077,1,1,752.193,6.2
"Jan 24, 12:00 pm",10.6,2208.16,34.7226,480,2294.1,218,497,21.1532,657.124,2.20816,1,1,655.624,6.7
"Jan 24, 01:00 pm",11.1,2098.08,40.5766,530,2179.79,187,466,22.1726,628.9,2.09808,1,1,625.899,5.7
